Key type,Value type,Number of keys,Algorithm,Trial,Number of bits,Construction time (s),Serial evaluation time (s),Parallel evaluation time (s)
m,m,500000,VectorMap;0.7,3,91428608,0.0348189,0.0124796,0.00253567
m,m,500000,VectorMap;0.7,4,91428608,0.0345811,0.0123871,0.00251397
m,m,500000,VectorMap;0.8,0,80000000,0.0338294,0.0135728,0.00270266
m,m,500000,VectorMap;0.8,1,80000000,0.0329442,0.0135338,0.0027288
m,m,500000,VectorMap;0.8,2,80000000,0.0328586,0.0135571,0.00271648
m,m,500000,VectorMap;0.8,3,80000000,0.03275,0.0135693,0.00271272
m,m,500000,VectorMap;0.8,4,80000000,0.0331334,0.0136771,0.00271697
m,m,500000,BBHash;2;0,0,33858816,0.149621,0.0275088,0.00661276
m,m,500000,BBHash;2;0,1,33858816,0.152251,0.0279727,0.00661803
m,m,500000,BBHash;2;0,2,33858816,0.148074,0.0280625,0.00658481
m,m,500000,BBHash;2;0,3,33858816,0.149475,0.0278357,0.0066039
m,m,500000,BBHash;2;0,4,33858816,0.151825,0.0276763,0.00659545
m,m,500000,BBHash;5;0,0,35439616,0.110346,0.024944,0.00566956
m,m,500000,BBHash;5;0,1,35439616,0.110968,0.0249319,0.00586168
m,m,500000,BBHash;5;0,2,35439616,0.108933,0.0249447,0.00584554
m,m,500000,BBHash;5;0,3,35439616,0.108359,0.0250185,0.00581867
m,m,500000,BBHash;5;0,4,35439616,0.107008,0.0253549,0.00583756
m,m,500000,PTHash;5;0.8;dictionary-dictionary;0,0,41062272,0.117725,0.0110417,0.00328616
m,m,500000,PTHash;5;0.8;dictionary-dictionary;0,1,41062144,0.115632,0.0110568,0.00333341
m,m,500000,PTHash;5;0.8;dictionary-dictionary;0,2,41062080,0.115657,0.0110012,0.00334573
m,m,500000,PTHash;5;0.8;dictionary-dictionary;0,3,41062208,0.119123,0.0112879,0.00326226
m,m,500000,PTHash;5;0.8;dictionary-dictionary;0,4,41062208,0.117683,0.0110363,0.00327276
m,m,500000,PTHash;8;0.98;dictionary-dictionary;1,0,34517232,0.119633,0.0113004,0.00340861
m,m,500000,PTHash;8;0.98;dictionary-dictionary;1,1,34516912,0.119251,0.0112622,0.00336863
m,m,500000,PTHash;8;0.98;dictionary-dictionary;1,2,34517296,0.118993,0.0112598,0.00347216
m,m,500000,PTHash;8;0.98;dictionary-dictionary;1,3,34517360,0.119165,0.0112935,0.00341528
m,m,500000,PTHash;8;0.98;dictionary-dictionary;1,4,34516976,0.119065,0.0112672,0.00345797
m,h,1000000,AceHash;4;0.8;1;1;1;0,0,12007528,0.0542584,0.00812125,0.0023144
m,h,1000000,AceHash;4;0.8;1;1;1;0,1,12007528,0.0551434,0.00816997,0.00229745
m,h,1000000,AceHash;4;0.8;1;1;1;0,2,12007528,0.0551451,0.00811912,0.00224495
m,h,1000000,AceHash;4;0.8;1;1;1;0,3,12007528,0.0550673,0.00815945,0.00231737
m,h,1000000,AceHash;4;0.8;1;1;1;0,4,12007528,0.055278,0.0082623,0.00229642
m,h,1000000,AceHash;2.5;1;1;1;1;0,0,11474000,0.062575,0.00876477,0.00238711
m,h,1000000,AceHash;2.5;1;1;1;1;0,1,11474000,0.0627985,0.00876144,0.00242916
m,h,1000000,AceHash;2.5;1;1;1;1;0,2,11474000,0.0627204,0.00877281,0.00243721
m,h,1000000,AceHash;2.5;1;1;1;1;0,3,11474000,0.0626414,0.00878672,0.00237208
m,h,1000000,AceHash;2.5;1;1;1;1;0,4,11474000,0.0631634,0.00876376,0.00240381
m,h,1000000,std::unordered_map,0,0,0.0806731,0.0315148,0.00595202
m,h,1000000,std::unordered_map,1,0,0.0750716,0.0313211,0.00587228
m,h,1000000,std::unordered_map,2,0,0.0754679,0.0313178,0.00593397
m,h,1000000,std::unordered_map,3,0,0.0750027,0.0313868,0.00591662
m,h,1000000,std::unordered_map,4,0,0.0751475,0.0312599,0.00594639
m,h,1000000,absl::flat_hash_map,0,0,0.0627279,0.0266846,0.00474258
m,h,1000000,absl::flat_hash_map,1,0,0.0618965,0.0266995,0.00477016
m,h,1000000,absl::flat_hash_map,2,0,0.0620185,0.0266536,0.0047502
m,h,1000000,absl::flat_hash_map,3,0,0.0619648,0.0266734,0.00475014
m,h,1000000,absl::flat_hash_map,4,0,0.0619737,0.0266562,0.00473747
m,h,1000000,VectorMap;0.6,0,213333376,0.121706,0.0333217,0.0051434
m,h,1000000,VectorMap;0.6,1,213333376,0.12073,0.0333369,0.00524639
m,h,1000000,VectorMap;0.6,2,213333376,0.106487,0.0334694,0.00517523
m,h,1000000,VectorMap;0.6,3,213333376,0.106386,0.0331836,0.00517417
m,h,1000000,VectorMap;0.6,4,213333376,0.106476,0.033369,0.0051892
m,h,1000000,VectorMap;0.7,0,182857216,0.10135,0.0359381,0.00565926
m,h,1000000,VectorMap;0.7,1,182857216,0.100046,0.0359919,0.00568307
m,h,1000000,VectorMap;0.7,2,182857216,0.0999362,0.0359658,0.00564806
m,h,1000000,VectorMap;0.7,3,182857216,0.100096,0.0358054,0.0056571
m,h,1000000,VectorMap;0.7,4,182857216,0.10009,0.0359418,0.00560298
m,h,1000000,VectorMap;0.8,0,160000000,0.105715,0.0384245,0.00612215
m,h,1000000,VectorMap;0.8,1,160000000,0.0943511,0.0383054,0.00612958
m,h,1000000,VectorMap;0.8,2,160000000,0.0944832,0.0384837,0.00616144
m,h,1000000,VectorMap;0.8,3,160000000,0.0943874,0.0384022,0.0061542
m,h,1000000,VectorMap;0.8,4,160000000,0.0943897,0.0384115,0.00606389
m,h,1000000,BBHash;2;0,0,11713664,0.232611,0.0542316,0.0126523
m,h,1000000,BBHash;2;0,1,11713664,0.224177,0.0547582,0.0126466
m,h,1000000,BBHash;2;0,2,11713664,0.22139,0.0543269,0.0126041
m,h,1000000,BBHash;2;0,3,11713664,0.224071,0.0545037,0.0127038
m,h,1000000,BBHash;2;0,4,11713664,0.228233,0.0545129,0.0125984
m,h,1000000,BBHash;5;0,0,14874816,0.164825,0.0511195,0.0111662
m,h,1000000,BBHash;5;0,1,14874816,0.173746,0.0518398,0.010992
m,h,1000000,BBHash;5;0,2,14874816,0.174145,0.051685,0.0110938
m,h,1000000,BBHash;5;0,3,14874816,0.171159,0.051384,0.0109414
m,h,1000000,BBHash;5;0,4,14874816,0.165669,0.0508287,0.0111647
m,h,1000000,PTHash;5;0.8;dictionary-dictionary;0,0,12189376,0.24668,0.0208351,0.00581144
m,h,1000000,PTHash;5;0.8;dictionary-dictionary;0,1,12013440,0.245882,0.0206609,0.0059415
m,h,1000000,PTHash;5;0.8;dictionary-dictionary;0,2,12013632,0.248633,0.02069,0.00588051
m,h,1000000,PTHash;5;0.8;dictionary-dictionary;0,3,12013632,0.248983,0.0206997,0.00585516
m,h,1000000,PTHash;5;0.8;dictionary-dictionary;0,4,12013696,0.249532,0.0206933,0.00585859
m,h,1000000,PTHash;8;0.98;dictionary-dictionary;1,0,11827744,0.250223,0.0234027,0.00628919
m,h,1000000,PTHash;8;0.98;dictionary-dictionary;1,1,11828064,0.251019,0.0233277,0.0062793
m,h,1000000,PTHash;8;0.98;dictionary-dictionary;1,2,11827808,0.252115,0.0234434,0.0062353
m,h,1000000,PTHash;8;0.98;dictionary-dictionary;1,3,11828192,0.251096,0.0232775,0.00626199
m,h,1000000,PTHash;8;0.98;dictionary-dictionary;1,4,11828128,0.250275,0.0233256,0.00630819
m,m,1000000,AceHash;4;0.8;1;1;1;0,0,82006480,0.0613687,0.0113998,0.00312478
m,m,1000000,AceHash;4;0.8;1;1;1;0,1,82006480,0.0602653,0.0113761,0.00306383
m,m,1000000,AceHash;4;0.8;1;1;1;0,2,82006480,0.0603327,0.0113694,0.00298644
m,m,1000000,AceHash;4;0.8;1;1;1;0,3,82006480,0.0601842,0.0113577,0.00301901
m,m,1000000,AceHash;4;0.8;1;1;1;0,4,82006480,0.0602637,0.0113538,0.00301614
m,m,1000000,AceHash;2.5;1;1;1;1;0,0,67474288,0.0662882,0.0112276,0.00304746
m,m,1000000,AceHash;2.5;1;1;1;1;0,1,67474288,0.0662661,0.0112451,0.00303862
m,m,1000000,AceHash;2.5;1;1;1;1;0,2,67474288,0.066867,0.0112428,0.00303585
m,m,1000000,AceHash;2.5;1;1;1;1;0,3,67474288,0.0661262,0.0112472,0.00304484
m,m,1000000,AceHash;2.5;1;1;1;1;0,4,67474288,0.0663269,0.0112597,0.00305978
m,m,1000000,std::unordered_map,0,0,0.0748781,0.0312586,0.00565968
m,m,1000000,std::unordered_map,1,0,0.0767804,0.0318282,0.00595974
m,m,1000000,std::unordered_map,2,0,0.0762865,0.0312586,0.00571
m,m,1000000,std::unordered_map,3,0,0.0771325,0.0318025,0.00589863
m,m,1000000,std::unordered_map,4,0,0.0749622,0.0311828,0.00572826
m,m,1000000,absl::flat_hash_map,0,0,0.063485,0.024728,0.00453778
m,m,1000000,absl::flat_hash_map,1,0,0.0631451,0.0246292,0.00446014
m,m,1000000,absl::flat_hash_map,2,0,0.0631686,0.0246631,0.00449307
m,m,1000000,absl::flat_hash_map,3,0,0.0632142,0.024645,0.00448846
m,m,1000000,absl::flat_hash_map,4,0,0.0633209,0.024673,0.00452725
m,m,1000000,VectorMap;0.6,0,213333376,0.117589,0.0331717,0.00511944
m,m,1000000,VectorMap;0.6,1,213333376,0.109665,0.0331906,0.00510802
m,m,1000000,VectorMap;0.6,2,213333376,0.115468,0.0333381,0.00508409
m,m,1000000,VectorMap;0.6,3,213333376,0.109701,0.0337057,0.0050925
m,m,1000000,VectorMap;0.6,4,213333376,0.110146,0.0330531,0.00511827
m,m,1000000,VectorMap;0.7,0,182857216,0.105139,0.0368559,0.00556749
m,m,1000000,VectorMap;0.7,1,182857216,0.104845,0.0371293,0.0056138
m,m,1000000,VectorMap;0.7,2,182857216,0.103689,0.0367958,0.00559945
m,m,1000000,VectorMap;0.7,3,182857216,0.104024,0.0368104,0.00571052
m,m,1000000,VectorMap;0.7,4,182857216,0.103664,0.0368617,0.0057177
m,m,1000000,VectorMap;0.8,0,160000000,0.10591,0.0398693,0.00616955
m,m,1000000,VectorMap;0.8,1,160000000,0.0979607,0.0396408,0.00615656
m,m,1000000,VectorMap;0.8,2,160000000,0.102164,0.0398725,0.00615653
m,m,1000000,VectorMap;0.8,3,160000000,0.0982345,0.0396172,0.00618941
m,m,1000000,VectorMap;0.8,4,160000000,0.100569,0.0407171,0.0061203
m,m,1000000,BBHash;2;0,0,67713664,0.240821,0.0592596,0.0130356
m,m,1000000,BBHash;2;0,1,67713664,0.235709,0.0581142,0.0124969
m,m,1000000,BBHash;2;0,2,67713664,0.230127,0.05794,0.0130735
m,m,1000000,BBHash;2;0,3,67713664,0.236589,0.0579262,0.0127031
m,m,1000000,BBHash;2;0,4,67713664,0.234427,0.0579974,0.0128662
m,m,1000000,BBHash;5;0,0,70874816,0.174164,0.0548475,0.0115254
m,m,1000000,BBHash;5;0,1,70874816,0.175863,0.055358,0.0117046
m,m,1000000,BBHash;5;0,2,70874816,0.177212,0.0548158,0.0113957
m,m,1000000,BBHash;5;0,3,70874816,0.175401,0.0556059,0.0116652
m,m,1000000,BBHash;5;0,4,70874816,0.177197,0.0552602,0.0114703
m,m,1000000,PTHash;5;0.8;dictionary-dictionary;0,0,82189248,0.250925,0.0247888,0.00675842
m,m,1000000,PTHash;5;0.8;dictionary-dictionary;0,1,82013632,0.251054,0.0246244,0.00664528
m,m,1000000,PTHash;5;0.8;dictionary-dictionary;0,2,82013440,0.252937,0.0246119,0.00675403
m,m,1000000,PTHash;5;0.8;dictionary-dictionary;0,3,82013440,0.251638,0.0246955,0.00700929
m,m,1000000,PTHash;5;0.8;dictionary-dictionary;0,4,82013824,0.267797,0.0245185,0.00630567
m,m,1000000,PTHash;8;0.98;dictionary-dictionary;1,0,68971104,0.253817,0.0250771,0.00682601
m,m,1000000,PTHash;8;0.98;dictionary-dictionary;1,1,68971040,0.255303,0.0251209,0.0068921
m,m,1000000,PTHash;8;0.98;dictionary-dictionary;1,2,68970912,0.254165,0.0251653,0.00688654
m,m,1000000,PTHash;8;0.98;dictionary-dictionary;1,3,68970848,0.251671,0.0251083,0.00695173
m,m,1000000,PTHash;8;0.98;dictionary-dictionary;1,4,68970976,0.252497,0.0251001,0.00689591
m,h,2000000,AceHash;4;0.8;1;1;1;0,0,24018040,0.123123,0.0177424,0.00445373
m,h,2000000,AceHash;4;0.8;1;1;1;0,1,24018040,0.12262,0.0176224,0.00454208
m,h,2000000,AceHash;4;0.8;1;1;1;0,2,24018040,0.122741,0.0177322,0.00449102
m,h,2000000,AceHash;4;0.8;1;1;1;0,3,24018040,0.122672,0.0177397,0.00451162
m,h,2000000,AceHash;4;0.8;1;1;1;0,4,24018040,0.122766,0.0177363,0.00453911
m,h,2000000,AceHash;2.5;1;1;1;1;0,0,22949648,0.136111,0.0198093,0.00479079
m,h,2000000,AceHash;2.5;1;1;1;1;0,1,22949648,0.135892,0.0197522,0.00462748
m,h,2000000,AceHash;2.5;1;1;1;1;0,2,22949648,0.136324,0.0197696,0.00462457
m,h,2000000,AceHash;2.5;1;1;1;1;0,3,22949648,0.136108,0.0197836,0.00464649
m,h,2000000,AceHash;2.5;1;1;1;1;0,4,22949648,0.136011,0.0197306,0.0046737
m,h,2000000,std::unordered_map,0,0,0.189702,0.081288,0.012764
m,h,2000000,std::unordered_map,1,0,0.185407,0.0812509,0.012724
m,h,2000000,std::unordered_map,2,0,0.187155,0.081497,0.0127397
m,h,2000000,std::unordered_map,3,0,0.185542,0.0809335,0.0127425
m,h,2000000,std::unordered_map,4,0,0.186937,0.0811659,0.0124957
m,h,2000000,absl::flat_hash_map,0,0,0.17025,0.0587069,0.0101682
m,h,2000000,absl::flat_hash_map,1,0,0.170727,0.0592231,0.0102007
m,h,2000000,absl::flat_hash_map,2,0,0.170033,0.0589339,0.0101483
m,h,2000000,absl::flat_hash_map,3,0,0.169928,0.0591924,0.0100594
m,h,2000000,absl::flat_hash_map,4,0,0.170226,0.0589555,0.0101518
m,h,2000000,VectorMap;0.6,0,426666752,0.263295,0.0788874,0.0111773
m,h,2000000,VectorMap;0.6,1,426666752,0.257796,0.0789283,0.0111476
m,h,2000000,VectorMap;0.6,2,426666752,0.258226,0.0786154,0.0111824
m,h,2000000,VectorMap;0.6,3,426666752,0.258039,0.078857,0.0109659
m,h,2000000,VectorMap;0.6,4,426666752,0.2583,0.0789744,0.011266
m,h,2000000,VectorMap;0.7,0,365714304,0.251584,0.0894282,0.012272
m,h,2000000,VectorMap;0.7,1,365714304,0.251212,0.0890376,0.0116202
m,h,2000000,VectorMap;0.7,2,365714304,0.251648,0.0891432,0.011734
m,h,2000000,VectorMap;0.7,3,365714304,0.251489,0.089367,0.012061
m,h,2000000,VectorMap;0.7,4,365714304,0.251461,0.0893427,0.0123503
m,h,2000000,VectorMap;0.8,0,320000000,0.24634,0.100148,0.0130642
m,h,2000000,VectorMap;0.8,1,320000000,0.244852,0.0996267,0.0134197
m,h,2000000,VectorMap;0.8,2,320000000,0.244519,0.099922,0.0133737
m,h,2000000,VectorMap;0.8,3,320000000,0.245222,0.100042,0.0132773
m,h,2000000,VectorMap;0.8,4,320000000,0.244783,0.100025,0.0131242
m,h,2000000,BBHash;2;0,0,23423296,0.393255,0.124012,0.0223952
m,h,2000000,BBHash;2;0,1,23423296,0.395152,0.123426,0.0230217
m,h,2000000,BBHash;2;0,2,23423296,0.3933,0.123983,0.0229662
m,h,2000000,BBHash;2;0,3,23423296,0.39722,0.125278,0.0227047
m,h,2000000,BBHash;2;0,4,23423296,0.398126,0.123832,0.0223248
m,h,2000000,BBHash;5;0,0,29745024,0.299537,0.113783,0.0208058
m,h,2000000,BBHash;5;0,1,29745024,0.30262,0.113942,0.0207903
m,h,2000000,BBHash;5;0,2,29745024,0.298097,0.113979,0.0204185
m,h,2000000,BBHash;5;0,3,29745024,0.301237,0.114158,0.0202819
m,h,2000000,BBHash;5;0,4,29745024,0.302844,0.113941,0.0209154
m,h,2000000,PTHash;5;0.8;dictionary-dictionary;0,0,24164032,0.526441,0.0452187,0.0115583
m,h,2000000,PTHash;5;0.8;dictionary-dictionary;0,1,24164096,0.524824,0.0452156,0.0118314
m,h,2000000,PTHash;5;0.8;dictionary-dictionary;0,2,24164096,0.527243,0.0451429,0.0117485
m,h,2000000,PTHash;5;0.8;dictionary-dictionary;0,3,24164032,0.525278,0.0453369,0.0117791
m,h,2000000,PTHash;5;0.8;dictionary-dictionary;0,4,24164160,0.526632,0.0452996,0.0117519
m,h,2000000,PTHash;8;0.98;dictionary-dictionary;1,0,23315904,0.530628,0.0511255,0.0126735
m,h,2000000,PTHash;8;0.98;dictionary-dictionary;1,1,23315776,0.531578,0.0511263,0.0125819
m,h,2000000,PTHash;8;0.98;dictionary-dictionary;1,2,23315968,0.529636,0.0511037,0.0124489
m,h,2000000,PTHash;8;0.98;dictionary-dictionary;1,3,23315904,0.530535,0.0512999,0.0123197
m,h,2000000,PTHash;8;0.98;dictionary-dictionary;1,4,23315776,0.529663,0.0512131,0.0122416
m,m,2000000,AceHash;4;0.8;1;1;1;0,0,164020056,0.138881,0.0315375,0.00678662
m,m,2000000,AceHash;4;0.8;1;1;1;0,1,164020056,0.13835,0.0316099,0.00664581
m,m,2000000,AceHash;4;0.8;1;1;1;0,2,164020056,0.138426,0.0315367,0.00699801
m,m,2000000,AceHash;4;0.8;1;1;1;0,3,164020056,0.146795,0.0314503,0.00667804
m,m,2000000,AceHash;4;0.8;1;1;1;0,4,164020056,0.138565,0.0315149,0.00665131
m,m,2000000,AceHash;2.5;1;1;1;1;0,0,134944432,0.148944,0.0315937,0.00677186
m,m,2000000,AceHash;2.5;1;1;1;1;0,1,134944432,0.149107,0.0315834,0.00674559
m,m,2000000,AceHash;2.5;1;1;1;1;0,2,134944432,0.149198,0.0315712,0.0067709
m,m,2000000,AceHash;2.5;1;1;1;1;0,3,134944432,0.149183,0.0315611,0.00675618
m,m,2000000,AceHash;2.5;1;1;1;1;0,4,134944432,0.149313,0.0316256,0.00671698
m,m,2000000,std::unordered_map,0,0,0.205356,0.0821812,0.0127619
m,m,2000000,std::unordered_map,1,0,0.18988,0.0802274,0.0122775
m,m,2000000,std::unordered_map,2,0,0.190765,0.0799522,0.0122818
m,m,2000000,std::unordered_map,3,0,0.186369,0.0810284,0.012623
m,m,2000000,std::unordered_map,4,0,0.189641,0.0800699,0.0119566
m,m,2000000,absl::flat_hash_map,0,0,0.171151,0.0543164,0.00974879
m,m,2000000,absl::flat_hash_map,1,0,0.171437,0.0540618,0.0096525
m,m,2000000,absl::flat_hash_map,2,0,0.172281,0.0543726,0.009743
m,m,2000000,absl::flat_hash_map,3,0,0.17132,0.0543883,0.00972212
m,m,2000000,absl::flat_hash_map,4,0,0.172264,0.0542294,0.00973941
m,m,2000000,VectorMap;0.6,0,426666752,0.286694,0.0784896,0.0109203
m,m,2000000,VectorMap;0.6,1,426666752,0.286444,0.078619,0.0108924
m,m,2000000,VectorMap;0.6,2,426666752,0.28684,0.0783892,0.0108816
m,m,2000000,VectorMap;0.6,3,426666752,0.286685,0.0777531,0.0109434
m,m,2000000,VectorMap;0.6,4,426666752,0.287205,0.0789116,0.0109774
m,m,2000000,VectorMap;0.7,0,365714304,0.278418,0.0916092,0.0123568
m,m,2000000,VectorMap;0.7,1,365714304,0.276792,0.0917451,0.0120611
m,m,2000000,VectorMap;0.7,2,365714304,0.276909,0.0912443,0.0122271
m,m,2000000,VectorMap;0.7,3,365714304,0.276611,0.0916425,0.0120175
m,m,2000000,VectorMap;0.7,4,365714304,0.276957,0.0917253,0.0123116
m,m,2000000,VectorMap;0.8,0,320000000,0.253538,0.103318,0.0137087
m,m,2000000,VectorMap;0.8,1,320000000,0.250447,0.1033,0.0133215
m,m,2000000,VectorMap;0.8,2,320000000,0.25048,0.103565,0.0127159
m,m,2000000,VectorMap;0.8,3,320000000,0.250509,0.103407,0.0131262
m,m,2000000,VectorMap;0.8,4,320000000,0.250871,0.103719,0.0137337
m,m,2000000,BBHash;2;0,0,135423296,0.409391,0.139604,0.0227247
m,m,2000000,BBHash;2;0,1,135423296,0.388636,0.139669,0.0242588
m,m,2000000,BBHash;2;0,2,135423296,0.406222,0.139624,0.0232782
m,m,2000000,BBHash;2;0,3,135423296,0.380959,0.141206,0.0233976
m,m,2000000,BBHash;2;0,4,135423296,0.369631,0.139499,0.0238249
m,m,2000000,BBHash;5;0,0,141745024,0.306691,0.129122,0.0219727
m,m,2000000,BBHash;5;0,1,141745024,0.307447,0.129271,0.0218068
m,m,2000000,BBHash;5;0,2,141745024,0.285256,0.130569,0.0216067
m,m,2000000,BBHash;5;0,3,141745024,0.306576,0.128994,0.0222325
m,m,2000000,BBHash;5;0,4,141745024,0.312143,0.12944,0.0210802
m,m,2000000,PTHash;5;0.8;dictionary-dictionary;0,0,164164352,0.539008,0.0603579,0.0138726
m,m,2000000,PTHash;5;0.8;dictionary-dictionary;0,1,164164224,0.541983,0.0604456,0.0140105
m,m,2000000,PTHash;5;0.8;dictionary-dictionary;0,2,164164480,0.544716,0.061639,0.0139033
m,m,2000000,PTHash;5;0.8;dictionary-dictionary;0,3,164164032,0.537969,0.060322,0.0134599
m,m,2000000,PTHash;5;0.8;dictionary-dictionary;0,4,164164416,0.541751,0.0603395,0.0132967
m,m,2000000,PTHash;8;0.98;dictionary-dictionary;1,0,137601792,0.541519,0.0616474,0.0135708
m,m,2000000,PTHash;8;0.98;dictionary-dictionary;1,1,137601536,0.543026,0.0616769,0.0132251
m,m,2000000,PTHash;8;0.98;dictionary-dictionary;1,2,137601664,0.537743,0.0617796,0.0142981
m,m,2000000,PTHash;8;0.98;dictionary-dictionary;1,3,137601536,0.542951,0.0617041,0.0137931
m,m,2000000,PTHash;8;0.98;dictionary-dictionary;1,4,137601536,0.541957,0.0618332,0.0134717
m,h,5000000,AceHash;4;0.8;1;1;1;0,0,60040288,0.376573,0.0539492,0.0128238
m,h,5000000,AceHash;4;0.8;1;1;1;0,1,60040288,0.389831,0.0539242,0.0131356
m,h,5000000,AceHash;4;0.8;1;1;1;0,2,60040288,0.38914,0.054091,0.0134389
m,h,5000000,AceHash;4;0.8;1;1;1;0,3,60040288,0.389331,0.0540645,0.0131373
m,h,5000000,AceHash;4;0.8;1;1;1;0,4,60040288,0.390151,0.0539797,0.0128623
m,h,5000000,AceHash;2.5;1;1;1;1;0,0,57374200,0.42919,0.0558555,0.013916
m,h,5000000,AceHash;2.5;1;1;1;1;0,1,57374200,0.427692,0.0558536,0.0130783
m,h,5000000,AceHash;2.5;1;1;1;1;0,2,57374200,0.42851,0.0558838,0.013259
m,h,5000000,AceHash;2.5;1;1;1;1;0,3,57374200,0.427626,0.0561186,0.013735
m,h,5000000,AceHash;2.5;1;1;1;1;0,4,57374200,0.428739,0.0559121,0.0140267
m,h,5000000,std::unordered_map,0,0,0.639046,0.233181,0.0287057
m,h,5000000,std::unordered_map,1,0,0.53841,0.232839,0.0282632
m,h,5000000,std::unordered_map,2,0,0.53752,0.232763,0.0269648
m,h,5000000,std::unordered_map,3,0,0.537844,0.233644,0.0280989
m,h,5000000,std::unordered_map,4,0,0.537791,0.233191,0.0282004
m,h,5000000,absl::flat_hash_map,0,0,0.574036,0.177037,0.0235903
m,h,5000000,absl::flat_hash_map,1,0,0.571826,0.17763,0.0242882
m,h,5000000,absl::flat_hash_map,2,0,0.573539,0.176905,0.0229959
m,h,5000000,absl::flat_hash_map,3,0,0.573962,0.17646,0.0247065
m,h,5000000,absl::flat_hash_map,4,0,0.573643,0.17708,0.0227869
m,h,5000000,VectorMap;0.6,0,1066666752,0.800254,0.218084,0.0261444
m,h,5000000,VectorMap;0.6,1,1066666752,0.801654,0.217951,0.0256143
m,h,5000000,VectorMap;0.6,2,1066666752,0.801115,0.218121,0.0251955
m,h,5000000,VectorMap;0.6,3,1066666752,0.800721,0.218083,0.0249924
m,h,5000000,VectorMap;0.6,4,1066666752,0.800765,0.218276,0.0259295
m,h,5000000,VectorMap;0.7,0,914285824,0.780825,0.252009,0.0280936
m,h,5000000,VectorMap;0.7,1,914285824,0.781251,0.252572,0.0287733
m,h,5000000,VectorMap;0.7,2,914285824,0.780458,0.252649,0.0274729
m,h,5000000,VectorMap;0.7,3,914285824,0.781577,0.251762,0.0292481
m,h,5000000,VectorMap;0.7,4,914285824,0.78101,0.252372,0.0275861
m,h,5000000,VectorMap;0.8,0,800000000,0.71986,0.28881,0.0325349
m,h,5000000,VectorMap;0.8,1,800000000,0.715395,0.289781,0.0313972
m,h,5000000,VectorMap;0.8,2,800000000,0.715681,0.289137,0.0306648
m,h,5000000,VectorMap;0.8,3,800000000,0.711786,0.289061,0.0291731
m,h,5000000,VectorMap;0.8,4,800000000,0.712557,0.28909,0.0324528
m,h,5000000,BBHash;2;0,0,58552064,0.888225,0.371486,0.0424066
m,h,5000000,BBHash;2;0,1,58552064,0.882226,0.368703,0.0439776
m,h,5000000,BBHash;2;0,2,58552064,0.885234,0.368888,0.0428926
m,h,5000000,BBHash;2;0,3,58552064,0.882672,0.368881,0.0433877
m,h,5000000,BBHash;2;0,4,58552064,0.89882,0.369173,0.0429734
m,h,5000000,BBHash;5;0,0,74356160,0.675762,0.331516,0.0402799
m,h,5000000,BBHash;5;0,1,74356160,0.663573,0.331211,0.0396876
m,h,5000000,BBHash;5;0,2,74356160,0.678727,0.332575,0.0405839
m,h,5000000,BBHash;5;0,3,74356160,0.672669,0.331154,0.0354423
m,h,5000000,BBHash;5;0,4,74356160,0.661562,0.332974,0.0411637
m,h,5000000,PTHash;5;0.8;dictionary-dictionary;0,0,60120384,1.4907,0.131353,0.0258082
m,h,5000000,PTHash;5;0.8;dictionary-dictionary;0,1,60120064,1.47286,0.129839,0.026568
m,h,5000000,PTHash;5;0.8;dictionary-dictionary;0,2,60120448,1.46209,0.130072,0.0262611
m,h,5000000,PTHash;5;0.8;dictionary-dictionary;0,3,60120832,1.48502,0.130131,0.0276361
m,h,5000000,PTHash;5;0.8;dictionary-dictionary;0,4,60120512,1.47038,0.129859,0.0275845
m,h,5000000,PTHash;8;0.98;dictionary-dictionary;1,0,58549072,1.48272,0.143616,0.0260815
m,h,5000000,PTHash;8;0.98;dictionary-dictionary;1,1,58549648,1.47513,0.144388,0.0276355
m,h,5000000,PTHash;8;0.98;dictionary-dictionary;1,2,58549776,1.4806,0.143608,0.0258317
m,h,5000000,PTHash;8;0.98;dictionary-dictionary;1,3,58549264,1.48166,0.143161,0.0283118
m,h,5000000,PTHash;8;0.98;dictionary-dictionary;1,4,58549072,1.47935,0.143422,0.0277074
m,m,5000000,AceHash;4;0.8;1;1;1;0,0,410037768,0.427268,0.0981334,0.0182122
m,m,5000000,AceHash;4;0.8;1;1;1;0,1,410037768,0.47781,0.0983261,0.0178563
m,m,5000000,AceHash;4;0.8;1;1;1;0,2,410037768,0.478334,0.0980787,0.0174176
m,m,5000000,AceHash;4;0.8;1;1;1;0,3,410037768,0.477911,0.0979715,0.0173732
m,m,5000000,AceHash;4;0.8;1;1;1;0,4,410037768,0.479366,0.0981331,0.0171412
m,m,5000000,AceHash;2.5;1;1;1;1;0,0,337373696,0.517683,0.101373,0.0172271
m,m,5000000,AceHash;2.5;1;1;1;1;0,1,337373696,0.517485,0.101235,0.0176022
m,m,5000000,AceHash;2.5;1;1;1;1;0,2,337373696,0.517068,0.10146,0.0187955
m,m,5000000,AceHash;2.5;1;1;1;1;0,3,337373696,0.517336,0.101298,0.0176289
m,m,5000000,AceHash;2.5;1;1;1;1;0,4,337373696,0.516776,0.101315,0.017254
m,m,5000000,std::unordered_map,0,0,0.634577,0.230412,0.0286785
m,m,5000000,std::unordered_map,1,0,0.582123,0.230513,0.0277392
