Number of keys,Algorithm,Trial,Number of bits,Construction time (s),Serial evaluation time (s),Parallel evaluation time (s)
10000000,PTHash;4;0.75;elias_fano;0,2,13138496,3.24123,0.395846,0.0346476
10000000,PTHash;4;0.75;elias_fano;0,3,13142784,3.24037,0.397106,0.0346784
10000000,PTHash;4;0.75;elias_fano;0,4,13142080,3.255,0.396438,0.0346556
10000000,PTHash;4;0.75;partitioned_compact;1,0,29028752,3.32629,0.444295,0.035174
10000000,PTHash;4;0.75;partitioned_compact;1,1,29040784,3.31511,0.444486,0.0352006
10000000,PTHash;4;0.75;partitioned_compact;1,2,29010256,3.32404,0.445318,0.0353919
10000000,PTHash;4;0.75;partitioned_compact;1,3,29034896,3.31569,0.445785,0.0352639
10000000,PTHash;4;0.75;partitioned_compact;1,4,29045584,3.3222,0.443812,0.0352417
10000000,PTHash;4;0.75;dictionary-dictionary;1,0,30760176,3.36938,0.39348,0.0342325
10000000,PTHash;4;0.75;dictionary-dictionary;1,1,30760304,3.36679,0.392237,0.0342385
10000000,PTHash;4;0.75;dictionary-dictionary;1,2,30760176,3.35421,0.39226,0.0342725
10000000,PTHash;4;0.75;dictionary-dictionary;1,3,30760304,3.36002,0.391675,0.0341535
10000000,PTHash;4;0.75;dictionary-dictionary;1,4,30760944,3.35707,0.392129,0.0342739
10000000,PTHash;4;0.75;elias_fano;1,0,26676144,3.33105,0.575951,0.0468628
10000000,PTHash;4;0.75;elias_fano;1,1,26681520,3.31973,0.572,0.0464866
10000000,PTHash;4;0.75;elias_fano;1,2,26678512,3.3199,0.572704,0.0464813
10000000,PTHash;4;0.75;elias_fano;1,3,26683056,3.32121,0.572204,0.0465306
10000000,PTHash;4;0.75;elias_fano;1,4,26680432,3.32471,0.576795,0.0464731
10000000,PTHash;4;0.8;partitioned_compact;0,0,16483104,3.84938,0.276511,0.0246116
10000000,PTHash;4;0.8;partitioned_compact;0,1,16497248,3.8619,0.277494,0.0245923
10000000,PTHash;4;0.8;partitioned_compact;0,2,16458784,3.84719,0.276369,0.0245477
10000000,PTHash;4;0.8;partitioned_compact;0,3,16523552,3.85471,0.276865,0.0245652
10000000,PTHash;4;0.8;partitioned_compact;0,4,16486752,3.84158,0.277084,0.0245826
10000000,PTHash;4;0.8;dictionary-dictionary;0,0,17225472,3.88083,0.229926,0.0235059
10000000,PTHash;4;0.8;dictionary-dictionary;0,1,17225216,3.90391,0.230559,0.0235457
10000000,PTHash;4;0.8;dictionary-dictionary;0,2,17225216,3.90106,0.230545,0.0235022
10000000,PTHash;4;0.8;dictionary-dictionary;0,3,17225280,3.88889,0.231237,0.0233277
10000000,PTHash;4;0.8;dictionary-dictionary;0,4,17225408,3.89356,0.230874,0.0233353
10000000,PTHash;4;0.8;elias_fano;0,0,14081600,3.85193,0.413387,0.0360648
10000000,PTHash;4;0.8;elias_fano;0,1,14075840,3.83868,0.413377,0.0353756
10000000,PTHash;4;0.8;elias_fano;0,2,14074688,3.84241,0.415798,0.0354475
10000000,PTHash;4;0.8;elias_fano;0,3,14083200,3.8518,0.412209,0.0354355
10000000,PTHash;4;0.8;elias_fano;0,4,14082496,3.84935,0.416915,0.0354568
10000000,PTHash;4;0.8;partitioned_compact;1,0,27897648,3.90544,0.411598,0.0331433
10000000,PTHash;4;0.8;partitioned_compact;1,1,27875760,3.90346,0.412071,0.0331897
10000000,PTHash;4;0.8;partitioned_compact;1,2,27898992,3.8978,0.41365,0.0332194
10000000,PTHash;4;0.8;partitioned_compact;1,3,27906672,3.91205,0.412995,0.0331766
10000000,PTHash;4;0.8;partitioned_compact;1,4,27886256,3.9067,0.412779,0.033162
10000000,PTHash;4;0.8;dictionary-dictionary;1,0,28631632,3.95741,0.358038,0.0319982
10000000,PTHash;4;0.8;dictionary-dictionary;1,1,28631632,3.95438,0.361438,0.0320154
10000000,PTHash;4;0.8;dictionary-dictionary;1,2,28631632,3.9471,0.358264,0.0320694
10000000,PTHash;4;0.8;dictionary-dictionary;1,3,28631568,3.95996,0.358549,0.0319967
10000000,PTHash;4;0.8;dictionary-dictionary;1,4,28631632,3.94818,0.358266,0.0320252
10000000,PTHash;4;0.8;elias_fano;1,0,25486480,3.91334,0.553193,0.0452671
10000000,PTHash;4;0.8;elias_fano;1,1,25489040,3.92573,0.551992,0.0449555
10000000,PTHash;4;0.8;elias_fano;1,2,25490640,3.92585,0.555563,0.0452603
10000000,PTHash;4;0.8;elias_fano;1,3,25484816,3.91336,0.552931,0.0450954
10000000,PTHash;4;0.8;elias_fano;1,4,25486032,3.90869,0.553674,0.0451335
10000000,PTHash;4;0.85;partitioned_compact;0,0,17593952,4.76371,0.278107,0.0247194
10000000,PTHash;4;0.85;partitioned_compact;0,1,17584992,4.79203,0.278306,0.0248601
10000000,PTHash;4;0.85;partitioned_compact;0,2,17600352,4.77869,0.27801,0.0248772
10000000,PTHash;4;0.85;partitioned_compact;0,3,17605728,4.76428,0.27747,0.0246954
10000000,PTHash;4;0.85;partitioned_compact;0,4,17581920,4.75589,0.278447,0.0247031
10000000,PTHash;4;0.85;dictionary-dictionary;0,0,18958080,4.80188,0.233937,0.0237166
10000000,PTHash;4;0.85;dictionary-dictionary;0,1,18957888,4.80547,0.232738,0.0237414
10000000,PTHash;4;0.85;dictionary-dictionary;0,2,18957952,4.81015,0.232833,0.0236353
10000000,PTHash;4;0.85;dictionary-dictionary;0,3,18958272,4.82007,0.233323,0.0236821
10000000,PTHash;4;0.85;dictionary-dictionary;0,4,18958144,4.80865,0.233678,0.0236646
10000000,PTHash;4;0.85;elias_fano;0,0,15208128,4.76392,0.403788,0.0352121
10000000,PTHash;4;0.85;elias_fano;0,1,15215808,4.79413,0.40509,0.0351799
10000000,PTHash;4;0.85;elias_fano;0,2,15211456,4.78166,0.403946,0.035179
10000000,PTHash;4;0.85;elias_fano;0,3,15205504,4.76276,0.402854,0.0351747
10000000,PTHash;4;0.85;elias_fano;0,4,15212288,4.7813,0.404135,0.0353675
10000000,PTHash;4;0.85;partitioned_compact;1,0,26362976,4.83071,0.379204,0.0310193
10000000,PTHash;4;0.85;partitioned_compact;1,1,26383712,4.8319,0.380142,0.0311214
10000000,PTHash;4;0.85;partitioned_compact;1,2,26363296,4.8233,0.380493,0.031076
10000000,PTHash;4;0.85;partitioned_compact;1,3,26376096,4.82167,0.379326,0.0310062
10000000,PTHash;4;0.85;partitioned_compact;1,4,26369760,4.81972,0.380262,0.0310491
10000000,PTHash;4;0.85;dictionary-dictionary;1,0,27745216,4.88097,0.32728,0.0302707
10000000,PTHash;4;0.85;dictionary-dictionary;1,1,27745088,4.86284,0.326815,0.0302672
10000000,PTHash;4;0.85;dictionary-dictionary;1,2,27744832,4.86224,0.327342,0.0303144
10000000,PTHash;4;0.85;dictionary-dictionary;1,3,27745408,4.89552,0.32704,0.0303237
10000000,PTHash;4;0.85;dictionary-dictionary;1,4,27745216,4.88982,0.328175,0.0303585
10000000,PTHash;4;0.85;elias_fano;1,0,24004416,4.83842,0.514236,0.0424398
10000000,PTHash;4;0.85;elias_fano;1,1,24001152,4.83312,0.515779,0.0423661
10000000,PTHash;4;0.85;elias_fano;1,2,23996544,4.82563,0.512,0.0425766
10000000,PTHash;4;0.85;elias_fano;1,3,23995456,4.8366,0.512428,0.0423186
10000000,PTHash;4;0.85;elias_fano;1,4,23998656,4.82256,0.512024,0.042417
10000000,PTHash;4;0.9;partitioned_compact;0,0,18799840,6.26665,0.281537,0.0250353
10000000,PTHash;4;0.9;partitioned_compact;0,1,18789728,6.26653,0.28045,0.0250264
10000000,PTHash;4;0.9;partitioned_compact;0,2,18811616,6.27724,0.281302,0.0251252
10000000,PTHash;4;0.9;partitioned_compact;0,3,18798816,6.26331,0.282236,0.0250027
10000000,PTHash;4;0.9;partitioned_compact;0,4,18776032,6.2755,0.281349,0.0249242
10000000,PTHash;4;0.9;dictionary-dictionary;0,0,20179584,6.30222,0.231358,0.0237943
10000000,PTHash;4;0.9;dictionary-dictionary;0,1,20181248,6.3096,0.233812,0.0238062
10000000,PTHash;4;0.9;dictionary-dictionary;0,2,20181760,6.3346,0.236372,0.023793
10000000,PTHash;4;0.9;dictionary-dictionary;0,3,20179904,6.33379,0.234143,0.0238216
10000000,PTHash;4;0.9;dictionary-dictionary;0,4,20179200,6.32147,0.234046,0.0237894
10000000,PTHash;4;0.9;elias_fano;0,0,16584768,6.28855,0.396496,0.0349547
10000000,PTHash;4;0.9;elias_fano;0,1,16585536,6.29642,0.398181,0.0349811
10000000,PTHash;4;0.9;elias_fano;0,2,16584384,6.28543,0.397221,0.0349636
10000000,PTHash;4;0.9;elias_fano;0,3,16583488,6.27349,0.398074,0.0349633
10000000,PTHash;4;0.9;elias_fano;0,4,16581568,6.27494,0.396902,0.0349915
10000000,PTHash;4;0.9;partitioned_compact;1,0,25110544,6.31421,0.350467,0.0292149
10000000,PTHash;4;0.9;partitioned_compact;1,1,25126672,6.29245,0.349287,0.0290966
10000000,PTHash;4;0.9;partitioned_compact;1,2,25095696,6.30294,0.34953,0.0290768
10000000,PTHash;4;0.9;partitioned_compact;1,3,25114128,6.28994,0.348975,0.0290608
10000000,PTHash;4;0.9;partitioned_compact;1,4,25092112,6.32005,0.349292,0.0291006
10000000,PTHash;4;0.9;dictionary-dictionary;1,0,26501360,6.34332,0.297148,0.0283907
10000000,PTHash;4;0.9;dictionary-dictionary;1,1,26501808,6.35751,0.296584,0.0283463
10000000,PTHash;4;0.9;dictionary-dictionary;1,2,26501680,6.36139,0.296473,0.0283639
10000000,PTHash;4;0.9;dictionary-dictionary;1,3,26498992,6.3517,0.296824,0.0284051
10000000,PTHash;4;0.9;dictionary-dictionary;1,4,26498992,6.35803,0.296631,0.0283854
10000000,PTHash;4;0.9;elias_fano;1,0,22904304,6.33002,0.475886,0.0399768
10000000,PTHash;4;0.9;elias_fano;1,1,22901680,6.30113,0.475808,0.040095
10000000,PTHash;4;0.9;elias_fano;1,2,22899696,6.31396,0.474708,0.0401207
10000000,PTHash;4;0.9;elias_fano;1,3,22900848,6.30063,0.475106,0.0400744
10000000,PTHash;4;0.9;elias_fano;1,4,22905520,6.34125,0.473553,0.0399666
10000000,PTHash;4;0.95;partitioned_compact;0,0,20164192,9.09491,0.282312,0.0250397
10000000,PTHash;4;0.95;partitioned_compact;0,1,20174944,9.07156,0.281311,0.0251282
10000000,PTHash;4;0.95;partitioned_compact;0,2,20168032,9.13414,0.284663,0.0250153
10000000,PTHash;4;0.95;partitioned_compact;0,3,20168288,9.10148,0.280658,0.025049
10000000,PTHash;4;0.95;partitioned_compact;0,4,20154976,9.07299,0.281061,0.0250326
10000000,PTHash;4;0.95;dictionary-dictionary;0,0,21943936,9.12672,0.237132,0.0241534
10000000,PTHash;4;0.95;dictionary-dictionary;0,1,21944000,9.12124,0.236979,0.0241288
10000000,PTHash;4;0.95;dictionary-dictionary;0,2,21944704,9.17774,0.236796,0.0241316
10000000,PTHash;4;0.95;dictionary-dictionary;0,3,21939712,9.09817,0.237096,0.0241091
10000000,PTHash;4;0.95;dictionary-dictionary;0,4,21943744,9.12363,0.236995,0.0241354
10000000,PTHash;4;0.95;elias_fano;0,0,18197376,9.06888,0.393241,0.0348501
10000000,PTHash;4;0.95;elias_fano;0,1,18200832,9.1069,0.394483,0.0349255
10000000,PTHash;4;0.95;elias_fano;0,2,18197824,9.09889,0.393703,0.0349947
10000000,PTHash;4;0.95;elias_fano;0,3,18198656,9.09068,0.394389,0.0349625
10000000,PTHash;4;0.95;elias_fano;0,4,18201920,9.09455,0.396804,0.0349612
10000000,PTHash;4;0.95;partitioned_compact;1,0,23728992,9.12809,0.319557,0.0272845
10000000,PTHash;4;0.95;partitioned_compact;1,1,23720096,9.14935,0.319335,0.0272987
10000000,PTHash;4;0.95;partitioned_compact;1,2,23711584,9.11875,0.319413,0.0273007
10000000,PTHash;4;0.95;partitioned_compact;1,3,23713120,9.1245,0.318951,0.0273668
10000000,PTHash;4;0.95;partitioned_compact;1,4,23743904,9.12731,0.319031,0.0272324
10000000,PTHash;4;0.95;dictionary-dictionary;1,0,25496704,9.15698,0.269856,0.0267918
10000000,PTHash;4;0.95;dictionary-dictionary;1,1,25492032,9.15594,0.269406,0.0267545
10000000,PTHash;4;0.95;dictionary-dictionary;1,2,25492032,9.1412,0.270626,0.0267707
10000000,PTHash;4;0.95;dictionary-dictionary;1,3,25496384,9.17887,0.270626,0.0268639
10000000,PTHash;4;0.95;dictionary-dictionary;1,4,25497152,9.16174,0.269798,0.0268373
10000000,PTHash;4;0.95;elias_fano;1,0,21752704,9.1214,0.442261,0.0379555
10000000,PTHash;4;0.95;elias_fano;1,1,21754176,9.12106,0.441435,0.0380229
10000000,PTHash;4;0.95;elias_fano;1,2,21752384,9.09799,0.441094,0.0379274
10000000,PTHash;4;0.95;elias_fano;1,3,21755968,9.11864,0.43985,0.037903
10000000,PTHash;4;0.95;elias_fano;1,4,21753536,9.14522,0.443739,0.0379642
10000000,PTHash;4;0.98;partitioned_compact;0,0,21167520,12.545,0.282944,0.0251263
10000000,PTHash;4;0.98;partitioned_compact;0,1,21170976,12.6389,0.283873,0.0251513
10000000,PTHash;4;0.98;partitioned_compact;0,2,21158176,12.5068,0.283845,0.0251467
10000000,PTHash;4;0.98;partitioned_compact;0,3,21149600,12.5217,0.281717,0.0251219
10000000,PTHash;4;0.98;partitioned_compact;0,4,21183008,12.5949,0.282373,0.0251059
10000000,PTHash;4;0.98;dictionary-dictionary;0,0,21997120,12.5663,0.237256,0.0242022
10000000,PTHash;4;0.98;dictionary-dictionary;0,1,22001152,12.5913,0.237662,0.0241604
10000000,PTHash;4;0.98;dictionary-dictionary;0,2,22000192,12.9982,0.238115,0.0242095
10000000,PTHash;4;0.98;dictionary-dictionary;0,3,21993728,12.5722,0.237385,0.0241811
10000000,PTHash;4;0.98;dictionary-dictionary;0,4,21993728,12.5579,0.237719,0.0243502
10000000,PTHash;4;0.98;elias_fano;0,0,19351168,12.563,0.411777,0.0357772
10000000,PTHash;4;0.98;elias_fano;0,1,19347456,12.543,0.413299,0.0357657
10000000,PTHash;4;0.98;elias_fano;0,2,19348032,12.5304,0.41263,0.0357659
10000000,PTHash;4;0.98;elias_fano;0,3,19345152,12.5223,0.412711,0.0357365
10000000,PTHash;4;0.98;elias_fano;0,4,19350336,12.5553,0.411238,0.0357721
10000000,PTHash;4;0.98;partitioned_compact;1,0,22827008,12.5983,0.302186,0.0262497
10000000,PTHash;4;0.98;partitioned_compact;1,1,22823936,12.5618,0.301266,0.0262178
10000000,PTHash;4;0.98;partitioned_compact;1,2,22826240,12.5678,0.302061,0.0262482
10000000,PTHash;4;0.98;partitioned_compact;1,3,22803840,12.5655,0.301552,0.0261286
10000000,PTHash;4;0.98;partitioned_compact;1,4,22827136,12.5678,0.303493,0.0262103
10000000,PTHash;4;0.98;dictionary-dictionary;1,0,23656928,12.6245,0.256376,0.0259149
10000000,PTHash;4;0.98;dictionary-dictionary;1,1,23653280,12.6042,0.254737,0.0257075
10000000,PTHash;4;0.98;dictionary-dictionary;1,2,23656672,12.5983,0.255894,0.0257299
10000000,PTHash;4;0.98;dictionary-dictionary;1,3,23652768,12.6293,0.25411,0.0257328
10000000,PTHash;4;0.98;dictionary-dictionary;1,4,23652832,12.649,0.254221,0.025786
10000000,PTHash;4;0.98;elias_fano;1,0,21002144,12.5827,0.441349,0.0378234
10000000,PTHash;4;0.98;elias_fano;1,1,21001440,12.5918,0.43778,0.0376244
10000000,PTHash;4;0.98;elias_fano;1,2,21001632,12.6517,0.443201,0.0377976
10000000,PTHash;4;0.98;elias_fano;1,3,21001504,12.606,0.441858,0.0378325
10000000,PTHash;4;0.98;elias_fano;1,4,20996128,12.5536,0.43906,0.0377178
10000000,PTHash;5;0.7;partitioned_compact;0,0,15934752,2.3352,0.274053,0.0244795
10000000,PTHash;5;0.7;partitioned_compact;0,1,15931680,2.32768,0.275268,0.0244341
10000000,PTHash;5;0.7;partitioned_compact;0,2,15936736,2.33986,0.272881,0.0244519
10000000,PTHash;5;0.7;partitioned_compact;0,3,15924768,2.33548,0.273064,0.0244225
10000000,PTHash;5;0.7;partitioned_compact;0,4,15920160,2.3276,0.27396,0.0244452
10000000,PTHash;5;0.7;dictionary-dictionary;0,0,18713984,2.38216,0.232781,0.023469
10000000,PTHash;5;0.7;dictionary-dictionary;0,1,18714048,2.37672,0.232171,0.023439
10000000,PTHash;5;0.7;dictionary-dictionary;0,2,18713984,2.40743,0.232241,0.0234561
10000000,PTHash;5;0.7;dictionary-dictionary;0,3,18714048,2.3728,0.232706,0.0234284
10000000,PTHash;5;0.7;dictionary-dictionary;0,4,17208832,2.40002,0.232039,0.0234658
10000000,PTHash;5;0.7;elias_fano;0,0,13033904,2.33972,0.419224,0.0359737
10000000,PTHash;5;0.7;elias_fano;0,1,13025328,2.33602,0.418862,0.0359748
10000000,PTHash;5;0.7;elias_fano;0,2,13024624,2.34135,0.424478,0.0359519
10000000,PTHash;5;0.7;elias_fano;0,3,13025776,2.33308,0.418716,0.0359588
10000000,PTHash;5;0.7;elias_fano;0,4,13026480,2.33004,0.417942,0.0359352
10000000,PTHash;5;0.7;partitioned_compact;1,0,31903024,2.4321,0.479228,0.038073
10000000,PTHash;5;0.7;partitioned_compact;1,1,31906864,2.43324,0.479305,0.0378376
10000000,PTHash;5;0.7;partitioned_compact;1,2,31894512,2.44232,0.480643,0.0378577
10000000,PTHash;5;0.7;partitioned_compact;1,3,31896368,2.4495,0.480458,0.037887
10000000,PTHash;5;0.7;partitioned_compact;1,4,31894064,2.43559,0.480689,0.0378458
10000000,PTHash;5;0.7;dictionary-dictionary;1,0,33191120,2.49175,0.427679,0.0366963
10000000,PTHash;5;0.7;dictionary-dictionary;1,1,34696336,2.48368,0.427703,0.0366198
10000000,PTHash;5;0.7;dictionary-dictionary;1,2,33191120,2.50006,0.427815,0.0367514
10000000,PTHash;5;0.7;dictionary-dictionary;1,3,33191184,2.49799,0.428773,0.036741
10000000,PTHash;5;0.7;dictionary-dictionary;1,4,34696400,2.49351,0.427872,0.0366214
10000000,PTHash;5;0.7;elias_fano;1,0,29009728,2.44919,0.631593,0.0505765
10000000,PTHash;5;0.7;elias_fano;1,1,29013504,2.44431,0.63492,0.0505798
10000000,PTHash;5;0.7;elias_fano;1,2,29008832,2.44048,0.631185,0.0506073
10000000,PTHash;5;0.7;elias_fano;1,3,29006784,2.4409,0.630847,0.0507414
10000000,PTHash;5;0.7;elias_fano;1,4,29011904,2.44536,0.631402,0.0506142
10000000,PTHash;5;0.75;partitioned_compact;0,0,16976928,2.5319,0.270139,0.024482
10000000,PTHash;5;0.75;partitioned_compact;0,1,16984672,2.53167,0.271862,0.0244309
10000000,PTHash;5;0.75;partitioned_compact;0,2,16982560,2.52976,0.272046,0.0244636
10000000,PTHash;5;0.75;partitioned_compact;0,3,16975136,2.52121,0.272643,0.0244488
10000000,PTHash;5;0.75;partitioned_compact;0,4,16968480,2.5286,0.272512,0.0244797
10000000,PTHash;5;0.75;dictionary-dictionary;0,0,19360640,2.59637,0.234744,0.0237475
10000000,PTHash;5;0.75;dictionary-dictionary;0,1,19360576,2.57577,0.234886,0.0237544
10000000,PTHash;5;0.75;dictionary-dictionary;0,2,19360576,2.57747,0.234972,0.0236941
10000000,PTHash;5;0.75;dictionary-dictionary;0,3,19360640,2.57592,0.234407,0.0236889
10000000,PTHash;5;0.75;dictionary-dictionary;0,4,19360576,2.57039,0.234847,0.0237368
10000000,PTHash;5;0.75;elias_fano;0,0,14175280,2.544,0.42513,0.0355015
10000000,PTHash;5;0.75;elias_fano;0,1,14178544,2.53908,0.408863,0.0354639
10000000,PTHash;5;0.75;elias_fano;0,2,14175472,2.54252,0.406859,0.0355591
10000000,PTHash;5;0.75;elias_fano;0,3,14176432,2.53823,0.406254,0.0355122
10000000,PTHash;5;0.75;elias_fano;0,4,14173680,2.53963,0.413767,0.035486
10000000,PTHash;5;0.75;partitioned_compact;1,0,30540304,2.61328,0.44229,0.0355941
10000000,PTHash;5;0.75;partitioned_compact;1,1,30526288,2.61073,0.442687,0.0355023
10000000,PTHash;5;0.75;partitioned_compact;1,2,30538064,2.60299,0.441421,0.0354735
10000000,PTHash;5;0.75;partitioned_compact;1,3,30506576,2.60654,0.441188,0.0355302
10000000,PTHash;5;0.75;partitioned_compact;1,4,30529552,2.59565,0.442379,0.0356535
10000000,PTHash;5;0.75;dictionary-dictionary;1,0,32902448,2.65033,0.396578,0.0347146
10000000,PTHash;5;0.75;dictionary-dictionary;1,1,32902512,2.66645,0.399956,0.0346477
10000000,PTHash;5;0.75;dictionary-dictionary;1,2,32902768,2.66854,0.39581,0.034626
10000000,PTHash;5;0.75;dictionary-dictionary;1,3,32902960,2.66463,0.395149,0.034584
10000000,PTHash;5;0.75;dictionary-dictionary;1,4,32902576,2.65666,0.395176,0.0346638
10000000,PTHash;5;0.75;elias_fano;1,0,27717600,2.61787,0.585041,0.0475255
10000000,PTHash;5;0.75;elias_fano;1,1,27718688,2.61163,0.586013,0.0475411
10000000,PTHash;5;0.75;elias_fano;1,2,27717472,2.61811,0.584749,0.0476768
10000000,PTHash;5;0.75;elias_fano;1,3,27717280,2.62243,0.589686,0.0479667
10000000,PTHash;5;0.75;elias_fano;1,4,27718048,2.61881,0.584734,0.047551
10000000,PTHash;5;0.8;partitioned_compact;0,0,18008224,2.78962,0.272467,0.0245718
10000000,PTHash;5;0.8;partitioned_compact;0,1,18000480,2.80204,0.272287,0.0245783
10000000,PTHash;5;0.8;partitioned_compact;0,2,17996128,2.79196,0.272631,0.0245628
10000000,PTHash;5;0.8;partitioned_compact;0,3,18004384,2.80137,0.272354,0.0248311
10000000,PTHash;5;0.8;partitioned_compact;0,4,18009248,2.79518,0.273119,0.0245707
10000000,PTHash;5;0.8;dictionary-dictionary;0,0,19363584,2.85032,0.236312,0.0236814
10000000,PTHash;5;0.8;dictionary-dictionary;0,1,19363584,2.83693,0.234435,0.0237094
10000000,PTHash;5;0.8;dictionary-dictionary;0,2,19363648,2.8382,0.234608,0.0237263
10000000,PTHash;5;0.8;dictionary-dictionary;0,3,19363648,2.83648,0.233981,0.0237154
10000000,PTHash;5;0.8;dictionary-dictionary;0,4,19363712,2.85618,0.235231,0.0237133
10000000,PTHash;5;0.8;elias_fano;0,0,15085360,2.80373,0.420319,0.0362099
10000000,PTHash;5;0.8;elias_fano;0,1,15088880,2.79799,0.421722,0.03621
10000000,PTHash;5;0.8;elias_fano;0,2,15093936,2.80309,0.422003,0.036225
10000000,PTHash;5;0.8;elias_fano;0,3,15093040,2.8069,0.422224,0.0362055
10000000,PTHash;5;0.8;elias_fano;0,4,15084272,2.81152,0.421992,0.0361808
10000000,PTHash;5;0.8;partitioned_compact;1,0,29410480,2.86412,0.40953,0.033343
10000000,PTHash;5;0.8;partitioned_compact;1,1,29418736,2.86479,0.408053,0.0333387
10000000,PTHash;5;0.8;partitioned_compact;1,2,29418928,2.86126,0.408235,0.0334105
10000000,PTHash;5;0.8;partitioned_compact;1,3,29413040,2.85873,0.409086,0.0333505
10000000,PTHash;5;0.8;partitioned_compact;1,4,29393136,2.8639,0.410359,0.033357
10000000,PTHash;5;0.8;dictionary-dictionary;1,0,30770000,2.92355,0.360485,0.0323814
10000000,PTHash;5;0.8;dictionary-dictionary;1,1,30770000,2.89849,0.360802,0.0324444
10000000,PTHash;5;0.8;dictionary-dictionary;1,2,30770064,2.91671,0.360563,0.0324074
10000000,PTHash;5;0.8;dictionary-dictionary;1,3,30769872,2.9312,0.36064,0.0324802
10000000,PTHash;5;0.8;dictionary-dictionary;1,4,30769936,2.91884,0.360317,0.0323807
10000000,PTHash;5;0.8;elias_fano;1,0,26497472,2.87032,0.564231,0.0459891
10000000,PTHash;5;0.8;elias_fano;1,1,26497664,2.87086,0.565971,0.0462144
10000000,PTHash;5;0.8;elias_fano;1,2,26503616,2.88398,0.562185,0.0459924
10000000,PTHash;5;0.8;elias_fano;1,3,26502208,2.87768,0.562297,0.0460034
10000000,PTHash;5;0.8;elias_fano;1,4,26491328,2.86586,0.563417,0.0459408
10000000,PTHash;5;0.85;partitioned_compact;0,0,19200416,3.16407,0.278559,0.0249631
10000000,PTHash;5;0.85;partitioned_compact;0,1,19175328,3.16196,0.278782,0.0249514
10000000,PTHash;5;0.85;partitioned_compact;0,2,19181216,3.18402,0.279221,0.0249738
10000000,PTHash;5;0.85;partitioned_compact;0,3,19187104,3.17549,0.279127,0.024961
10000000,PTHash;5;0.85;partitioned_compact;0,4,19157792,3.16723,0.278461,0.0249161
10000000,PTHash;5;0.85;dictionary-dictionary;0,0,21517376,3.23141,0.23667,0.02404
10000000,PTHash;5;0.85;dictionary-dictionary;0,1,21517376,3.23069,0.236413,0.0240559
10000000,PTHash;5;0.85;dictionary-dictionary;0,2,21517952,3.23443,0.236653,0.0240553
10000000,PTHash;5;0.85;dictionary-dictionary;0,3,21518016,3.22046,0.236603,0.0240779
10000000,PTHash;5;0.85;dictionary-dictionary;0,4,21517184,3.23233,0.237308,0.0240526
10000000,PTHash;5;0.85;elias_fano;0,0,16406704,3.17967,0.410027,0.0357642
10000000,PTHash;5;0.85;elias_fano;0,1,16413424,3.18393,0.409404,0.0357759
10000000,PTHash;5;0.85;elias_fano;0,2,16407536,3.1803,0.410789,0.035781
10000000,PTHash;5;0.85;elias_fano;0,3,16411824,3.18667,0.408627,0.0357851
10000000,PTHash;5;0.85;elias_fano;0,4,16404592,3.17774,0.414869,0.0357866
10000000,PTHash;5;0.85;partitioned_compact;1,0,27975584,3.21481,0.379025,0.0312977
10000000,PTHash;5;0.85;partitioned_compact;1,1,27963872,3.22667,0.38316,0.0314149
10000000,PTHash;5;0.85;partitioned_compact;1,2,27952032,3.24321,0.380601,0.0313297
10000000,PTHash;5;0.85;partitioned_compact;1,3,27962528,3.22263,0.378771,0.0314038
10000000,PTHash;5;0.85;partitioned_compact;1,4,27970976,3.21963,0.380096,0.0313758
10000000,PTHash;5;0.85;dictionary-dictionary;1,0,30304192,3.27782,0.332989,0.0307089
10000000,PTHash;5;0.85;dictionary-dictionary;1,1,30305088,3.27181,0.330878,0.0307553
10000000,PTHash;5;0.85;dictionary-dictionary;1,2,30304960,3.28151,0.330122,0.0307174
10000000,PTHash;5;0.85;dictionary-dictionary;1,3,30304832,3.27163,0.330293,0.0307503
10000000,PTHash;5;0.85;dictionary-dictionary;1,4,30304192,3.27499,0.329883,0.0306939
10000000,PTHash;5;0.85;elias_fano;1,0,25194992,3.2364,0.519117,0.0431742
10000000,PTHash;5;0.85;elias_fano;1,1,25197296,3.24914,0.519748,0.0431433
10000000,PTHash;5;0.85;elias_fano;1,2,25191536,3.23053,0.519581,0.0431578
10000000,PTHash;5;0.85;elias_fano;1,3,25193840,3.22985,0.519357,0.0431387
10000000,PTHash;5;0.85;elias_fano;1,4,25200624,3.24877,0.522336,0.0431402
10000000,PTHash;5;0.9;partitioned_compact;0,0,20413472,3.74952,0.28292,0.0253394
10000000,PTHash;5;0.9;partitioned_compact;0,1,20417696,3.7299,0.284262,0.0251876
10000000,PTHash;5;0.9;partitioned_compact;0,2,20432800,3.73811,0.283386,0.0251849
10000000,PTHash;5;0.9;partitioned_compact;0,3,20425504,3.7441,0.283391,0.0252147
10000000,PTHash;5;0.9;partitioned_compact;0,4,20445856,3.74021,0.281851,0.0252026
10000000,PTHash;5;0.9;dictionary-dictionary;0,0,23029696,3.79772,0.23804,0.0241062
10000000,PTHash;5;0.9;dictionary-dictionary;0,1,23029760,3.78794,0.237006,0.0241206
10000000,PTHash;5;0.9;dictionary-dictionary;0,2,23030720,3.79685,0.238385,0.0241381
10000000,PTHash;5;0.9;dictionary-dictionary;0,3,23029440,3.78793,0.237804,0.0241172
