Number of keys,Algorithm,Trial,Number of bits,Construction time (s),Serial evaluation time (s),Parallel evaluation time (s)
10000000,AceHash;3;0.9;1;1;1;1,0,26761176,0.165063,0.0793407,0.00781482
10000000,AceHash;3;0.9;1;1;1;1,1,26762400,0.170622,0.079452,0.00782053
10000000,AceHash;3;0.9;1;1;1;1,2,26755920,0.170237,0.0793714,0.00778992
10000000,AceHash;3;0.9;1;1;1;1,3,26760920,0.171362,0.0799787,0.00781894
10000000,AceHash;3;0.9;1;1;1;1,4,26754304,0.164683,0.0793614,0.00778329
10000000,AceHash;3;0.95;0;0;0;0,0,27404896,4.31465,0.103111,0.010172
10000000,AceHash;3;0.95;0;0;0;0,1,27404896,4.30988,0.103285,0.0101885
10000000,AceHash;3;0.95;0;0;0;0,2,27404896,4.30932,0.103205,0.0101535
10000000,AceHash;3;0.95;0;0;0;0,3,27404896,4.31812,0.10325,0.0101471
10000000,AceHash;3;0.95;0;0;0;0,4,27404896,4.31389,0.103023,0.0101506
10000000,AceHash;3;0.95;1;0;0;0,0,27404896,2.95274,0.10358,0.00989826
10000000,AceHash;3;0.95;1;0;0;0,1,27404896,2.95405,0.103467,0.00990796
10000000,AceHash;3;0.95;1;0;0;0,2,27404896,2.96439,0.103382,0.00989649
10000000,AceHash;3;0.95;1;0;0;0,3,27404896,2.94933,0.103177,0.00989299
10000000,AceHash;3;0.95;1;0;0;0,4,27404896,2.9575,0.103222,0.00991052
10000000,AceHash;3;0.95;1;1;0;0,0,27749376,0.768393,0.116761,0.0111924
10000000,AceHash;3;0.95;1;1;0;0,1,27749376,0.770701,0.116744,0.0112386
10000000,AceHash;3;0.95;1;1;0;0,2,27749376,0.772092,0.116638,0.0111957
10000000,AceHash;3;0.95;1;1;0;0,3,27749376,0.768877,0.116787,0.0112394
10000000,AceHash;3;0.95;1;1;0;0,4,27749376,0.769606,0.116901,0.0112168
10000000,AceHash;3;0.95;1;1;1;0,0,27749376,0.771321,0.0812218,0.00792888
10000000,AceHash;3;0.95;1;1;1;0,1,27749376,0.769257,0.0812588,0.00790599
10000000,AceHash;3;0.95;1;1;1;0,2,27749376,0.76963,0.0811995,0.00792015
10000000,AceHash;3;0.95;1;1;1;0,3,27749376,0.768815,0.0812327,0.00791105
10000000,AceHash;3;0.95;1;1;1;0,4,27749376,0.769735,0.0812419,0.00793939
10000000,AceHash;3;0.95;1;1;1;1,0,27754200,0.190714,0.0812698,0.00795789
10000000,AceHash;3;0.95;1;1;1;1,1,27752512,0.191234,0.0805923,0.00792349
10000000,AceHash;3;0.95;1;1;1;1,2,27744912,0.191721,0.0808107,0.00790985
10000000,AceHash;3;0.95;1;1;1;1,3,27748872,0.192699,0.0817932,0.00796376
10000000,AceHash;3;0.95;1;1;1;1,4,27753048,0.192065,0.0815487,0.00792442
10000000,AceHash;3;1;0;0;0;0,0,31684032,5.26838,0.10837,0.0108044
10000000,AceHash;3;1;0;0;0;0,1,31684032,5.26771,0.108598,0.0107696
10000000,AceHash;3;1;0;0;0;0,2,31684032,5.2658,0.108437,0.0107869
10000000,AceHash;3;1;0;0;0;0,3,31684032,5.26601,0.108439,0.0107802
10000000,AceHash;3;1;0;0;0;0,4,31684032,5.26168,0.108386,0.0107987
10000000,AceHash;3;1;1;0;0;0,0,31684032,3.96769,0.108127,0.0105521
10000000,AceHash;3;1;1;0;0;0,1,31684032,3.95707,0.107701,0.0107026
10000000,AceHash;3;1;1;0;0;0,2,31684032,3.95854,0.107767,0.0105436
10000000,AceHash;3;1;1;0;0;0,3,31684032,3.97275,0.107871,0.0105428
10000000,AceHash;3;1;1;0;0;0,4,31684032,3.9658,0.107684,0.0105138
10000000,AceHash;3;1;1;1;0;0,0,32523264,0.873397,0.121036,0.0119478
10000000,AceHash;3;1;1;1;0;0,1,32523264,0.870668,0.120044,0.0119627
10000000,AceHash;3;1;1;1;0;0,2,32523264,0.870426,0.120282,0.0119168
10000000,AceHash;3;1;1;1;0;0,3,32523264,0.870676,0.12088,0.0119527
10000000,AceHash;3;1;1;1;0;0,4,32523264,0.870053,0.119861,0.0119456
10000000,AceHash;3;1;1;1;1;0,0,32523264,0.870498,0.0876246,0.0085674
10000000,AceHash;3;1;1;1;1;0,1,32523264,0.87112,0.0874119,0.0085072
10000000,AceHash;3;1;1;1;1;0,2,32523264,0.878797,0.0871709,0.00849598
10000000,AceHash;3;1;1;1;1;0,3,32523264,0.875769,0.0870751,0.00848968
10000000,AceHash;3;1;1;1;1;0,4,32523264,0.870151,0.0874932,0.00853945
10000000,AceHash;3;1;1;1;1;1,0,32539184,0.247894,0.0878969,0.0085262
10000000,AceHash;3;1;1;1;1;1,1,32553904,0.247307,0.0883296,0.00853162
10000000,AceHash;3;1;1;1;1;1,2,32534680,0.247304,0.0878981,0.00855447
10000000,AceHash;3;1;1;1;1;1,3,32523696,0.246963,0.0877514,0.00856512
10000000,AceHash;3;1;1;1;1;1,4,32529640,0.247713,0.0874513,0.00855884
10000000,AceHash;3.5;0.7;0;0;0;0,0,22857144,3.17865,0.102242,0.00977046
10000000,AceHash;3.5;0.7;0;0;0;0,1,22857144,3.1778,0.102467,0.00977382
10000000,AceHash;3.5;0.7;0;0;0;0,2,22857144,3.17755,0.102228,0.00977943
10000000,AceHash;3.5;0.7;0;0;0;0,3,22857144,3.17402,0.102231,0.00974396
10000000,AceHash;3.5;0.7;0;0;0;0,4,22857144,3.1749,0.102316,0.0097531
10000000,AceHash;3.5;0.7;1;0;0;0,0,22857144,1.54743,0.103796,0.00950844
10000000,AceHash;3.5;0.7;1;0;0;0,1,22857144,1.54745,0.102978,0.00949465
10000000,AceHash;3.5;0.7;1;0;0;0,2,22857144,1.54782,0.103816,0.00952353
10000000,AceHash;3.5;0.7;1;0;0;0,3,22857144,1.5491,0.103525,0.00950476
10000000,AceHash;3.5;0.7;1;0;0;0,4,22857144,1.54942,0.103693,0.00952417
10000000,AceHash;3.5;0.7;1;1;0;0,0,22857144,0.63393,0.116319,0.0107435
10000000,AceHash;3.5;0.7;1;1;0;0,1,22857144,0.634904,0.116758,0.0107407
10000000,AceHash;3.5;0.7;1;1;0;0,2,22857144,0.633469,0.116101,0.0107586
10000000,AceHash;3.5;0.7;1;1;0;0,3,22857144,0.633274,0.116618,0.0107738
10000000,AceHash;3.5;0.7;1;1;0;0,4,22857144,0.634254,0.116421,0.0108181
10000000,AceHash;3.5;0.7;1;1;1;0,0,22857144,0.633497,0.0799733,0.00767111
10000000,AceHash;3.5;0.7;1;1;1;0,1,22857144,0.634256,0.0796704,0.00766849
10000000,AceHash;3.5;0.7;1;1;1;0,2,22857144,0.634621,0.0797929,0.00770122
10000000,AceHash;3.5;0.7;1;1;1;0,3,22857144,0.634786,0.0794769,0.00766041
10000000,AceHash;3.5;0.7;1;1;1;0,4,22857144,0.635045,0.080838,0.00762798
10000000,AceHash;3.5;0.7;1;1;1;1,0,22857144,0.134569,0.0793868,0.00770806
10000000,AceHash;3.5;0.7;1;1;1;1,1,22857144,0.13429,0.0794704,0.00767247
10000000,AceHash;3.5;0.7;1;1;1;1,2,22857144,0.134487,0.0798111,0.00763956
10000000,AceHash;3.5;0.7;1;1;1;1,3,22857144,0.135455,0.0793738,0.00769257
10000000,AceHash;3.5;0.7;1;1;1;1,4,22857144,0.134168,0.0790722,0.00765122
10000000,AceHash;3.5;0.75;0;0;0;0,0,22857256,3.38593,0.102326,0.00973603
10000000,AceHash;3.5;0.75;0;0;0;0,1,22857256,3.3914,0.102465,0.00977724
10000000,AceHash;3.5;0.75;0;0;0;0,2,22857256,3.38965,0.102525,0.00976994
10000000,AceHash;3.5;0.75;0;0;0;0,3,22857256,3.39198,0.102311,0.00977386
10000000,AceHash;3.5;0.75;0;0;0;0,4,22857256,3.38825,0.102364,0.00975947
10000000,AceHash;3.5;0.75;1;0;0;0,0,22857256,1.77338,0.10398,0.00952303
10000000,AceHash;3.5;0.75;1;0;0;0,1,22857256,1.77721,0.103896,0.00950572
10000000,AceHash;3.5;0.75;1;0;0;0,2,22857256,1.77224,0.103797,0.00949887
10000000,AceHash;3.5;0.75;1;0;0;0,3,22857256,1.77258,0.103349,0.00950102
10000000,AceHash;3.5;0.75;1;0;0;0,4,22857256,1.77729,0.103406,0.00984291
10000000,AceHash;3.5;0.75;1;1;0;0,0,22857360,0.646637,0.117616,0.0107801
10000000,AceHash;3.5;0.75;1;1;0;0,1,22857360,0.647119,0.117315,0.0107705
10000000,AceHash;3.5;0.75;1;1;0;0,2,22857360,0.646128,0.116254,0.0107638
10000000,AceHash;3.5;0.75;1;1;0;0,3,22857360,0.646713,0.11623,0.0107687
10000000,AceHash;3.5;0.75;1;1;0;0,4,22857360,0.646581,0.117053,0.0107422
10000000,AceHash;3.5;0.75;1;1;1;0,0,22857360,0.645935,0.0808325,0.00762178
10000000,AceHash;3.5;0.75;1;1;1;0,1,22857360,0.646995,0.0796981,0.00765213
10000000,AceHash;3.5;0.75;1;1;1;0,2,22857360,0.646665,0.0808252,0.00768306
10000000,AceHash;3.5;0.75;1;1;1;0,3,22857360,0.646746,0.0794469,0.00765685
10000000,AceHash;3.5;0.75;1;1;1;0,4,22857360,0.647227,0.0791073,0.00766621
10000000,AceHash;3.5;0.75;1;1;1;1,0,22857256,0.138553,0.0782418,0.00758422
10000000,AceHash;3.5;0.75;1;1;1;1,1,22857360,0.137663,0.0786992,0.00763434
10000000,AceHash;3.5;0.75;1;1;1;1,2,22857144,0.138947,0.0798821,0.00765506
10000000,AceHash;3.5;0.75;1;1;1;1,3,22857472,0.139296,0.0785766,0.00766844
10000000,AceHash;3.5;0.75;1;1;1;1,4,22857144,0.138925,0.0779858,0.00766014
10000000,AceHash;3.5;0.8;0;0;0;0,0,22860600,3.66374,0.102184,0.00976178
10000000,AceHash;3.5;0.8;0;0;0;0,1,22860600,3.66915,0.102713,0.00977729
10000000,AceHash;3.5;0.8;0;0;0;0,2,22860600,3.66998,0.102301,0.00977381
10000000,AceHash;3.5;0.8;0;0;0;0,3,22860600,3.66853,0.102165,0.00977076
10000000,AceHash;3.5;0.8;0;0;0;0,4,22860600,3.66904,0.103415,0.0097643
10000000,AceHash;3.5;0.8;1;0;0;0,0,22860600,2.07327,0.103208,0.00948303
10000000,AceHash;3.5;0.8;1;0;0;0,1,22860600,2.07798,0.103474,0.00949078
10000000,AceHash;3.5;0.8;1;0;0;0,2,22860600,2.07737,0.103199,0.00952137
10000000,AceHash;3.5;0.8;1;0;0;0,3,22860600,2.08005,0.103264,0.00950727
10000000,AceHash;3.5;0.8;1;0;0;0,4,22860600,2.07325,0.104111,0.00950993
10000000,AceHash;3.5;0.8;1;1;0;0,0,22863192,0.668694,0.116593,0.0107624
10000000,AceHash;3.5;0.8;1;1;0;0,1,22863192,0.669273,0.116368,0.0107558
10000000,AceHash;3.5;0.8;1;1;0;0,2,22863192,0.673977,0.116818,0.010733
10000000,AceHash;3.5;0.8;1;1;0;0,3,22863192,0.667929,0.116187,0.010764
10000000,AceHash;3.5;0.8;1;1;0;0,4,22863192,0.669538,0.116229,0.0107664
10000000,AceHash;3.5;0.8;1;1;1;0,0,22863192,0.672486,0.0797637,0.00768162
10000000,AceHash;3.5;0.8;1;1;1;0,1,22863192,0.669188,0.0792836,0.00766618
10000000,AceHash;3.5;0.8;1;1;1;0,2,22863192,0.669214,0.0779461,0.00765795
10000000,AceHash;3.5;0.8;1;1;1;0,3,22863192,0.672911,0.0797717,0.0076994
10000000,AceHash;3.5;0.8;1;1;1;0,4,22863192,0.669678,0.0792578,0.00764033
10000000,AceHash;3.5;0.8;1;1;1;1,0,22862440,0.145622,0.079188,0.00767071
10000000,AceHash;3.5;0.8;1;1;1;1,1,22861936,0.14501,0.0791494,0.00769692
10000000,AceHash;3.5;0.8;1;1;1;1,2,22862656,0.147133,0.0795669,0.00764648
10000000,AceHash;3.5;0.8;1;1;1;1,3,22863120,0.145541,0.0789718,0.00761911
10000000,AceHash;3.5;0.8;1;1;1;1,4,22864528,0.14491,0.0789765,0.00767898
10000000,AceHash;3.5;0.85;0;0;0;0,0,22914136,4.06299,0.102246,0.0097947
10000000,AceHash;3.5;0.85;0;0;0;0,1,22914136,4.06666,0.102413,0.00976168
10000000,AceHash;3.5;0.85;0;0;0;0,2,22914136,4.06044,0.102198,0.00974556
10000000,AceHash;3.5;0.85;0;0;0;0,3,22914136,4.06934,0.102699,0.00974956
10000000,AceHash;3.5;0.85;0;0;0;0,4,22914136,4.06023,0.102339,0.00979842
10000000,AceHash;3.5;0.85;1;0;0;0,0,22914136,2.50381,0.103875,0.00950504
10000000,AceHash;3.5;0.85;1;0;0;0,1,22914136,2.50308,0.104357,0.00950783
10000000,AceHash;3.5;0.85;1;0;0;0,2,22914136,2.49854,0.103924,0.00953049
10000000,AceHash;3.5;0.85;1;0;0;0,3,22914136,2.49539,0.103986,0.00954934
10000000,AceHash;3.5;0.85;1;0;0;0,4,22914136,2.50015,0.104029,0.00950211
10000000,AceHash;3.5;0.85;1;1;0;0,0,22952584,0.705807,0.116303,0.0107932
10000000,AceHash;3.5;0.85;1;1;0;0,1,22952584,0.703753,0.116058,0.0107902
10000000,AceHash;3.5;0.85;1;1;0;0,2,22952584,0.704198,0.116517,0.0107403
10000000,AceHash;3.5;0.85;1;1;0;0,3,22952584,0.703563,0.116087,0.010781
10000000,AceHash;3.5;0.85;1;1;0;0,4,22952584,0.704017,0.116966,0.0107795
10000000,AceHash;3.5;0.85;1;1;1;0,0,22952584,0.703841,0.0797632,0.00766823
10000000,AceHash;3.5;0.85;1;1;1;0,1,22952584,0.705448,0.0791098,0.00770059
10000000,AceHash;3.5;0.85;1;1;1;0,2,22952584,0.704485,0.0799616,0.00767719
10000000,AceHash;3.5;0.85;1;1;1;0,3,22952584,0.704566,0.0798579,0.00769333
10000000,AceHash;3.5;0.85;1;1;1;0,4,22952584,0.704366,0.0786116,0.00770694
10000000,AceHash;3.5;0.85;1;1;1;1,0,22950424,0.163742,0.078459,0.00770842
10000000,AceHash;3.5;0.85;1;1;1;1,1,22958736,0.156996,0.0790576,0.00766719
10000000,AceHash;3.5;0.85;1;1;1;1,2,22950104,0.157399,0.0795643,0.00767027
10000000,AceHash;3.5;0.85;1;1;1;1,3,22957408,0.158444,0.0776688,0.00768373
10000000,AceHash;3.5;0.85;1;1;1;1,4,22953592,0.16414,0.0781659,0.00769485
10000000,AceHash;3.5;0.9;0;0;0;0,0,23460256,4.66662,0.103644,0.00986416
10000000,AceHash;3.5;0.9;0;0;0;0,1,23460256,4.66972,0.102546,0.00984346
10000000,AceHash;3.5;0.9;0;0;0;0,2,23460256,4.66229,0.102539,0.00984639
10000000,AceHash;3.5;0.9;0;0;0;0,3,23460256,4.65927,0.102518,0.00987092
10000000,AceHash;3.5;0.9;0;0;0;0,4,23460256,4.66111,0.102555,0.00985745
10000000,AceHash;3.5;0.9;1;0;0;0,0,23460256,3.13954,0.102826,0.00960609
10000000,AceHash;3.5;0.9;1;0;0;0,1,23460256,3.14501,0.103452,0.00959999
10000000,AceHash;3.5;0.9;1;0;0;0,2,23460256,3.14546,0.1029,0.00958789
10000000,AceHash;3.5;0.9;1;0;0;0,3,23460256,3.14449,0.1029,0.00961211
10000000,AceHash;3.5;0.9;1;0;0;0,4,23460256,3.14101,0.103322,0.00960885
10000000,AceHash;3.5;0.9;1;1;0;0,0,23710888,0.761865,0.1168,0.0108628
10000000,AceHash;3.5;0.9;1;1;0;0,1,23710888,0.758816,0.116245,0.0108752
10000000,AceHash;3.5;0.9;1;1;0;0,2,23710888,0.758554,0.116719,0.0108855
10000000,AceHash;3.5;0.9;1;1;0;0,3,23710888,0.758912,0.117269,0.0108636
10000000,AceHash;3.5;0.9;1;1;0;0,4,23710888,0.758383,0.116213,0.0108709
10000000,AceHash;3.5;0.9;1;1;1;0,0,23710888,0.759036,0.082085,0.00774087
10000000,AceHash;3.5;0.9;1;1;1;0,1,23710888,0.760612,0.0816571,0.00781314
10000000,AceHash;3.5;0.9;1;1;1;0,2,23710888,0.75884,0.0794604,0.00780187
10000000,AceHash;3.5;0.9;1;1;1;0,3,23710888,0.762789,0.0806647,0.00775438
10000000,AceHash;3.5;0.9;1;1;1;0,4,23710888,0.759329,0.0809736,0.00774313
10000000,AceHash;3.5;0.9;1;1;1;1,0,23705128,0.18726,0.079753,0.00778232
10000000,AceHash;3.5;0.9;1;1;1;1,1,23689360,0.180685,0.0795742,0.00777833
10000000,AceHash;3.5;0.9;1;1;1;1,2,23697168,0.180704,0.0803351,0.00776198
10000000,AceHash;3.5;0.9;1;1;1;1,3,23698544,0.18145,0.0809392,0.0078241
10000000,AceHash;3.5;0.9;1;1;1;1,4,23702680,0.181388,0.0802298,0.0078171
10000000,AceHash;3.5;0.95;0;0;0;0,0,26412944,5.57088,0.104704,0.0102444
10000000,AceHash;3.5;0.95;0;0;0;0,1,26412944,5.57088,0.104559,0.0102443
10000000,AceHash;3.5;0.95;0;0;0;0,2,26412944,5.57644,0.104554,0.010256
10000000,AceHash;3.5;0.95;0;0;0;0,3,26412944,5.57645,0.104388,0.0102606
10000000,AceHash;3.5;0.95;0;0;0;0,4,26412944,5.5757,0.105571,0.0102364
10000000,AceHash;3.5;0.95;1;0;0;0,0,26412944,4.12464,0.104739,0.0100357
10000000,AceHash;3.5;0.95;1;0;0;0,1,26412944,4.11767,0.104607,0.010053
10000000,AceHash;3.5;0.95;1;0;0;0,2,26412944,4.13233,0.105096,0.0100206
10000000,AceHash;3.5;0.95;1;0;0;0,3,26412944,4.12189,0.105258,0.00998745
10000000,AceHash;3.5;0.95;1;0;0;0,4,26412944,4.11644,0.104888,0.0100261
10000000,AceHash;3.5;0.95;1;1;0;0,0,27152168,0.847213,0.118152,0.0113987
10000000,AceHash;3.5;0.95;1;1;0;0,1,27152168,0.848515,0.11772,0.0113813
10000000,AceHash;3.5;0.95;1;1;0;0,2,27152168,0.846962,0.117726,0.0113824
10000000,AceHash;3.5;0.95;1;1;0;0,3,27152168,0.847579,0.117635,0.01137
10000000,AceHash;3.5;0.95;1;1;0;0,4,27152168,0.847943,0.118285,0.0113784
10000000,AceHash;3.5;0.95;1;1;1;0,0,27152168,0.847836,0.0842627,0.00817542
10000000,AceHash;3.5;0.95;1;1;1;0,1,27152168,0.848208,0.0842572,0.0081997
10000000,AceHash;3.5;0.95;1;1;1;0,2,27152168,0.847742,0.0843312,0.0082054
10000000,AceHash;3.5;0.95;1;1;1;0,3,27152168,0.849262,0.0843742,0.00820367
10000000,AceHash;3.5;0.95;1;1;1;0,4,27152168,0.849225,0.0844153,0.00819949
10000000,AceHash;3.5;0.95;1;1;1;1,0,27108072,0.226963,0.0843771,0.00825437
10000000,AceHash;3.5;0.95;1;1;1;1,1,27087408,0.226495,0.08365,0.00822703
10000000,AceHash;3.5;0.95;1;1;1;1,2,27097520,0.22796,0.0844216,0.00822375
10000000,AceHash;3.5;0.95;1;1;1;1,3,27095184,0.228704,0.0836639,0.00819639
10000000,AceHash;3.5;0.95;1;1;1;1,4,27124552,0.227088,0.0841097,0.00816387
10000000,AceHash;3.5;1;0;0;0;0,0,34256624,6.75173,0.117245,0.0113264
10000000,AceHash;3.5;1;0;0;0;0,1,34256624,6.74413,0.11757,0.0113476
10000000,AceHash;3.5;1;0;0;0;0,2,34256624,6.74992,0.117643,0.0113375
10000000,AceHash;3.5;1;0;0;0;0,3,34256624,6.744,0.118147,0.0113406
10000000,AceHash;3.5;1;0;0;0;0,4,34256624,6.74768,0.117269,0.011331
10000000,AceHash;3.5;1;1;0;0;0,0,34256624,5.37978,0.117431,0.0111164
10000000,AceHash;3.5;1;1;0;0;0,1,34256624,5.37993,0.117513,0.0110941
10000000,AceHash;3.5;1;1;0;0;0,2,34256624,5.37386,0.117392,0.0111049
10000000,AceHash;3.5;1;1;0;0;0,3,34256624,5.37308,0.117138,0.0111861
10000000,AceHash;3.5;1;1;0;0;0,4,34256624,5.37188,0.117348,0.0111046
10000000,AceHash;3.5;1;1;1;0;0,0,35185712,0.973319,0.130829,0.0125261
10000000,AceHash;3.5;1;1;1;0;0,1,35185712,0.976682,0.131542,0.0125542
10000000,AceHash;3.5;1;1;1;0;0,2,35185712,0.978934,0.131577,0.0125675
10000000,AceHash;3.5;1;1;1;0;0,3,35185712,0.973893,0.131029,0.0125378
10000000,AceHash;3.5;1;1;1;0;0,4,35185712,0.973874,0.131775,0.0125696
10000000,AceHash;3.5;1;1;1;1;0,0,35185712,0.975769,0.0942153,0.00907331
10000000,AceHash;3.5;1;1;1;1;0,1,35185712,0.974152,0.0949138,0.00909602
10000000,AceHash;3.5;1;1;1;1;0,2,35185712,0.977942,0.094244,0.00908787
10000000,AceHash;3.5;1;1;1;1;0,3,35185712,0.97428,0.094123,0.00907258
10000000,AceHash;3.5;1;1;1;1;0,4,35185712,0.976888,0.0941601,0.00914768
10000000,AceHash;3.5;1;1;1;1;1,0,35133184,0.293221,0.0938345,0.00911484
10000000,AceHash;3.5;1;1;1;1;1,1,35126352,0.293025,0.0940932,0.00911333
10000000,AceHash;3.5;1;1;1;1;1,2,35173936,0.292061,0.0938284,0.00913167
10000000,AceHash;3.5;1;1;1;1;1,3,35125624,0.292186,0.0932225,0.0090746
10000000,AceHash;3.5;1;1;1;1;1,4,35153200,0.292001,0.0937648,0.0090893
10000000,AceHash;4;0.7;0;0;0;0,0,20000000,3.12927,0.101581,0.00955738
10000000,AceHash;4;0.7;0;0;0;0,1,20000000,3.1291,0.10185,0.00958571
10000000,AceHash;4;0.7;0;0;0;0,2,20000000,3.13335,0.102333,0.00956468
10000000,AceHash;4;0.7;0;0;0;0,3,20000000,3.12693,0.101387,0.0095535
10000000,AceHash;4;0.7;0;0;0;0,4,20000000,3.13145,0.101475,0.00957453
10000000,AceHash;4;0.7;1;0;0;0,0,20000000,1.81586,0.102079,0.00931883
10000000,AceHash;4;0.7;1;0;0;0,1,20000000,1.82726,0.102376,0.00934725
10000000,AceHash;4;0.7;1;0;0;0,2,20000000,1.82398,0.102793,0.00931791
10000000,AceHash;4;0.7;1;0;0;0,3,20000000,1.8147,0.101863,0.00932898
10000000,AceHash;4;0.7;1;0;0;0,4,20000000,1.81634,0.10231,0.00935362
10000000,AceHash;4;0.7;1;1;0;0,0,20000000,0.630475,0.114209,0.0105691
10000000,AceHash;4;0.7;1;1;0;0,1,20000000,0.630477,0.11513,0.0105599
10000000,AceHash;4;0.7;1;1;0;0,2,20000000,0.633609,0.115253,0.0105872
10000000,AceHash;4;0.7;1;1;0;0,3,20000000,0.630268,0.113902,0.0105635
10000000,AceHash;4;0.7;1;1;0;0,4,20000000,0.631017,0.115125,0.0105764
10000000,AceHash;4;0.7;1;1;1;0,0,20000000,0.630129,0.0774501,0.00754996
10000000,AceHash;4;0.7;1;1;1;0,1,20000000,0.630681,0.0778021,0.00757581
10000000,AceHash;4;0.7;1;1;1;0,2,20000000,0.6302,0.0784134,0.00759357
10000000,AceHash;4;0.7;1;1;1;0,3,20000000,0.630642,0.0776396,0.00758589
10000000,AceHash;4;0.7;1;1;1;0,4,20000000,0.634229,0.0785146,0.00759462
10000000,AceHash;4;0.7;1;1;1;1,0,20000216,0.13233,0.0781909,0.00759937
10000000,AceHash;4;0.7;1;1;1;1,1,20000000,0.13137,0.0778088,0.00757176
10000000,AceHash;4;0.7;1;1;1;1,2,20000000,0.132091,0.0796499,0.00758159
10000000,AceHash;4;0.7;1;1;1;1,3,20000144,0.132018,0.0782589,0.00762017
10000000,AceHash;4;0.7;1;1;1;1,4,20000112,0.132724,0.0786347,0.00761913
10000000,AceHash;4;0.75;0;0;0;0,0,20002016,3.44623,0.101324,0.00958008
10000000,AceHash;4;0.75;0;0;0;0,1,20002016,3.44671,0.10125,0.00956517
10000000,AceHash;4;0.75;0;0;0;0,2,20002016,3.44391,0.101585,0.009534
10000000,AceHash;4;0.75;0;0;0;0,3,20002016,3.44427,0.101305,0.00955597
10000000,AceHash;4;0.75;0;0;0;0,4,20002016,3.44881,0.101365,0.00955496
10000000,AceHash;4;0.75;1;0;0;0,0,20002016,2.1565,0.102218,0.00931153
10000000,AceHash;4;0.75;1;0;0;0,1,20002016,2.15368,0.102628,0.00930661
10000000,AceHash;4;0.75;1;0;0;0,2,20002016,2.15655,0.102226,0.00929866
10000000,AceHash;4;0.75;1;0;0;0,3,20002016,2.16733,0.102375,0.00934676
10000000,AceHash;4;0.75;1;0;0;0,4,20002016,2.16322,0.102169,0.0092976
10000000,AceHash;4;0.75;1;1;0;0,0,20004504,0.655253,0.115098,0.0105443
10000000,AceHash;4;0.75;1;1;0;0,1,20004504,0.654832,0.114863,0.0105422
10000000,AceHash;4;0.75;1;1;0;0,2,20004504,0.654537,0.113946,0.0105915
10000000,AceHash;4;0.75;1;1;0;0,3,20004504,0.657837,0.115373,0.0105613
10000000,AceHash;4;0.75;1;1;0;0,4,20004504,0.654708,0.115081,0.0105636
10000000,AceHash;4;0.75;1;1;1;0,0,20004504,0.653889,0.0771846,0.00761599
10000000,AceHash;4;0.75;1;1;1;0,1,20004504,0.654727,0.0780173,0.0076063
10000000,AceHash;4;0.75;1;1;1;0,2,20004504,0.654268,0.0778436,0.0075883
10000000,AceHash;4;0.75;1;1;1;0,3,20004504,0.654509,0.0780449,0.00759903
10000000,AceHash;4;0.75;1;1;1;0,4,20004504,0.654841,0.0775219,0.00758545
10000000,AceHash;4;0.75;1;1;1;1,0,20005152,0.139212,0.0792345,0.00759553
10000000,AceHash;4;0.75;1;1;1;1,1,20004896,0.138681,0.0778888,0.00756092
10000000,AceHash;4;0.75;1;1;1;1,2,20004432,0.145836,0.0769941,0.00757703
10000000,AceHash;4;0.75;1;1;1;1,3,20004608,0.138455,0.0771765,0.00758935
10000000,AceHash;4;0.75;1;1;1;1,4,20005832,0.139416,0.077475,0.00760999
10000000,AceHash;4;0.8;0;0;0;0,0,20050048,3.88267,0.101265,0.00958727
10000000,AceHash;4;0.8;0;0;0;0,1,20050048,3.88684,0.101892,0.00956857
10000000,AceHash;4;0.8;0;0;0;0,2,20050048,3.88085,0.101308,0.00955202
10000000,AceHash;4;0.8;0;0;0;0,3,20050048,3.88142,0.101237,0.00956397
10000000,AceHash;4;0.8;0;0;0;0,4,20050048,3.88608,0.101392,0.00958989
10000000,AceHash;4;0.8;1;0;0;0,0,20050048,2.63044,0.10316,0.00936636
10000000,AceHash;4;0.8;1;0;0;0,1,20050048,2.62742,0.105166,0.0093243
10000000,AceHash;4;0.8;1;0;0;0,2,20050048,2.62599,0.10261,0.00934164
10000000,AceHash;4;0.8;1;0;0;0,3,20050048,2.62855,0.102104,0.00932805
10000000,AceHash;4;0.8;1;0;0;0,4,20050048,2.62352,0.102326,0.00932607
10000000,AceHash;4;0.8;1;1;0;0,0,20086296,0.692511,0.115406,0.0105874
10000000,AceHash;4;0.8;1;1;0;0,1,20086296,0.692128,0.115148,0.0105845
10000000,AceHash;4;0.8;1;1;0;0,2,20086296,0.691659,0.115198,0.0105735
10000000,AceHash;4;0.8;1;1;0;0,3,20086296,0.693,0.114754,0.0105791
10000000,AceHash;4;0.8;1;1;0;0,4,20086296,0.692029,0.115197,0.010587
10000000,AceHash;4;0.8;1;1;1;0,0,20086296,0.691967,0.0777115,0.00758737
10000000,AceHash;4;0.8;1;1;1;0,1,20086296,0.693016,0.0788118,0.00759299
10000000,AceHash;4;0.8;1;1;1;0,2,20086296,0.691339,0.0776592,0.00760637
10000000,AceHash;4;0.8;1;1;1;0,3,20086296,0.693638,0.0776867,0.00762174
10000000,AceHash;4;0.8;1;1;1;0,4,20086296,0.69327,0.079067,0.00758985
10000000,AceHash;4;0.8;1;1;1;1,0,20088240,0.151566,0.0780229,0.00762492
10000000,AceHash;4;0.8;1;1;1;1,1,20079168,0.157652,0.0769813,0.00761687
