Key type,Value type,Number of keys,Algorithm,Parameters,Trial,Number of bits,Construction time (s),Serial evaluation time (s),Parallel evaluation time (s)
m,h,5000000,PTHash;dictionary-dictionary;1,8;0.98,0,58549200,1.5106,2.85767,0.26469
m,h,5000000,PTHash;dictionary-dictionary;1,8;0.98,1,58549264,1.50569,2.85795,0.264539
m,h,5000000,PTHash;dictionary-dictionary;1,8;0.98,2,58549840,1.51102,2.85762,0.264756
m,h,5000000,PTHash;dictionary-dictionary;1,8;0.98,3,58549264,1.50755,2.87465,0.265148
m,h,5000000,PTHash;dictionary-dictionary;1,8;0.98,4,58549008,1.50424,2.85752,0.264581
m,h,5000000,DuckDB,,0,0,0,7.69772,0
m,h,5000000,DuckDB,,1,0,0,7.77827,0
m,h,5000000,DuckDB,,2,0,0,7.77027,0
m,h,5000000,DuckDB,,3,0,0,7.73489,0
m,h,5000000,DuckDB,,4,0,0,7.73975,0
m,m,10000000,AceHash;1;1;1;0,2.5;1,0,674731256,1.12866,2.25433,0.234432
m,m,10000000,AceHash;1;1;1;0,2.5;1,1,674731256,1.13174,2.25241,0.23433
m,m,10000000,AceHash;1;1;1;0,2.5;1,2,674731256,1.12956,2.26455,0.234479
m,m,10000000,AceHash;1;1;1;0,2.5;1,3,674731256,1.1297,2.26682,0.234242
m,m,10000000,AceHash;1;1;1;0,2.5;1,4,674731256,1.13298,2.2648,0.23418
m,m,10000000,std::unordered_map,,0,0,1.38336,10.3683,0.907096
m,m,10000000,std::unordered_map,,1,0,1.29772,10.3303,0.907347
m,m,10000000,std::unordered_map,,2,0,1.29795,10.3026,0.907908
m,m,10000000,std::unordered_map,,3,0,1.29798,10.3534,0.91117
m,m,10000000,std::unordered_map,,4,0,1.29713,10.3246,0.907015
m,m,10000000,absl::flat_hash_map,,0,0,1.27156,4.00833,0.401201
m,m,10000000,absl::flat_hash_map,,1,0,1.26418,3.9895,0.401337
m,m,10000000,absl::flat_hash_map,,2,0,1.26448,3.98653,0.401307
m,m,10000000,absl::flat_hash_map,,3,0,1.26408,3.99119,0.401495
m,m,10000000,absl::flat_hash_map,,4,0,1.26334,3.98177,0.401605
m,m,10000000,BBHash;0,2.000000,0,677100160,1.84007,9.39764,0.707328
m,m,10000000,BBHash;0,2.000000,1,677100160,1.85635,9.40323,0.70852
m,m,10000000,BBHash;0,2.000000,2,677100160,1.8501,9.58583,0.707733
m,m,10000000,BBHash;0,2.000000,3,677100160,1.88174,9.43354,0.704132
m,m,10000000,BBHash;0,2.000000,4,677100160,1.88211,9.377,0.704947
m,m,10000000,PTHash;dictionary-dictionary;1,8;0.98,0,688097248,3.74635,4.15992,0.358805
m,m,10000000,PTHash;dictionary-dictionary;1,8;0.98,1,688096608,3.74484,4.16363,0.359274
m,m,10000000,PTHash;dictionary-dictionary;1,8;0.98,2,688097248,3.72264,4.15941,0.358699
m,m,10000000,PTHash;dictionary-dictionary;1,8;0.98,3,688097440,3.73522,4.16105,0.358949
m,m,10000000,PTHash;dictionary-dictionary;1,8;0.98,4,688097440,3.72326,4.16553,0.359505
m,m,10000000,DuckDB,,0,0,0,9.81312,0
m,m,10000000,DuckDB,,1,0,0,9.80989,0
m,m,10000000,DuckDB,,2,0,0,9.78971,0
m,m,10000000,DuckDB,,3,0,0,9.79739,0
m,m,10000000,DuckDB,,4,0,0,9.82473,0
m,h,10000000,AceHash;1;1;1;0,2.5;1,0,114759808,1.11601,1.69784,0.171146
m,h,10000000,AceHash;1;1;1;0,2.5;1,1,114759808,1.11882,1.69605,0.170816
m,h,10000000,AceHash;1;1;1;0,2.5;1,2,114759808,1.11914,1.69643,0.171077
m,h,10000000,AceHash;1;1;1;0,2.5;1,3,114759808,1.11844,1.69702,0.171275
m,h,10000000,AceHash;1;1;1;0,2.5;1,4,114759808,1.11924,1.69619,0.171047
m,h,10000000,std::unordered_map,,0,0,1.26945,10.8208,0.94068
m,h,10000000,std::unordered_map,,1,0,1.16471,10.7775,0.943169
m,h,10000000,std::unordered_map,,2,0,1.17035,10.8302,0.942018
m,h,10000000,std::unordered_map,,3,0,1.16931,10.8253,0.941714
m,h,10000000,std::unordered_map,,4,0,1.16552,10.8119,0.941818
m,h,10000000,absl::flat_hash_map,,0,0,1.26315,4.26874,0.395998
m,h,10000000,absl::flat_hash_map,,1,0,1.25601,4.2613,0.396165
m,h,10000000,absl::flat_hash_map,,2,0,1.25604,4.26965,0.396315
m,h,10000000,absl::flat_hash_map,,3,0,1.25551,4.27134,0.396142
m,h,10000000,absl::flat_hash_map,,4,0,1.25579,4.26631,0.395949
m,h,10000000,BBHash;0,2.000000,0,117100160,1.78817,8.68036,0.664287
m,h,10000000,BBHash;0,2.000000,1,117100160,1.8008,8.69489,0.664317
m,h,10000000,BBHash;0,2.000000,2,117100160,1.80702,8.6863,0.664958
m,h,10000000,BBHash;0,2.000000,3,117100160,1.82698,8.84647,0.664641
m,h,10000000,BBHash;0,2.000000,4,117100160,1.8059,8.74547,0.664268
m,h,10000000,PTHash;dictionary-dictionary;1,8;0.98,0,116668840,3.42413,3.57364,0.314669
m,h,10000000,PTHash;dictionary-dictionary;1,8;0.98,1,116668968,3.43005,3.57566,0.315036
m,h,10000000,PTHash;dictionary-dictionary;1,8;0.98,2,116668008,3.42723,3.58541,0.31494
m,h,10000000,PTHash;dictionary-dictionary;1,8;0.98,3,115635880,3.41695,3.54764,0.312543
m,h,10000000,PTHash;dictionary-dictionary;1,8;0.98,4,116668904,3.43213,3.58434,0.314935
m,h,10000000,DuckDB,,0,0,0,9.25033,0
m,h,10000000,DuckDB,,1,0,0,9.28178,0
m,h,10000000,DuckDB,,2,0,0,9.27055,0
m,h,10000000,DuckDB,,3,0,0,9.2995,0
m,h,10000000,DuckDB,,4,0,0,9.28691,0
m,m,20000000,AceHash;1;1;1;0,2.5;1,0,1349479240,2.77279,2.81379,0.262558
m,m,20000000,AceHash;1;1;1;0,2.5;1,1,1349479240,2.77587,2.81126,0.26251
m,m,20000000,AceHash;1;1;1;0,2.5;1,2,1349479240,2.77414,2.81224,0.262745
m,m,20000000,AceHash;1;1;1;0,2.5;1,3,1349479240,2.77231,2.81268,0.262805
m,m,20000000,AceHash;1;1;1;0,2.5;1,4,1349479240,2.779,2.81642,0.262495
m,m,20000000,std::unordered_map,,0,0,2.86965,10.5841,0.94284
m,m,20000000,std::unordered_map,,1,0,2.71375,10.5606,0.941216
m,m,20000000,std::unordered_map,,2,0,2.71331,10.5597,0.94139
m,m,20000000,std::unordered_map,,3,0,2.71224,10.6082,0.940926
m,m,20000000,std::unordered_map,,4,0,2.71359,10.5347,0.940691
m,m,20000000,absl::flat_hash_map,,0,0,2.92824,4.36004,0.47282
m,m,20000000,absl::flat_hash_map,,1,0,2.92391,4.35632,0.472492
m,m,20000000,absl::flat_hash_map,,2,0,2.9261,4.34685,0.472814
m,m,20000000,absl::flat_hash_map,,3,0,2.92793,4.35548,0.47269
m,m,20000000,absl::flat_hash_map,,4,0,2.92765,4.3509,0.473183
m,m,20000000,BBHash;0,2.000000,0,1354196480,4.2052,11.2394,0.779871
m,m,20000000,BBHash;0,2.000000,1,1354196480,4.1661,11.1061,0.780659
m,m,20000000,BBHash;0,2.000000,2,1354196480,4.3172,11.1059,0.769144
m,m,20000000,BBHash;0,2.000000,3,1354196480,4.30181,11.1165,0.769128
m,m,20000000,BBHash;0,2.000000,4,1354196480,4.47053,11.3486,0.76936
m,m,20000000,PTHash;dictionary-dictionary;1,8;0.98,0,1373431808,8.8809,5.15931,0.388648
m,m,20000000,PTHash;dictionary-dictionary;1,8;0.98,1,1373432064,8.86798,5.1487,0.389385
m,m,20000000,PTHash;dictionary-dictionary;1,8;0.98,2,1373431872,8.83413,5.15608,0.389454
m,m,20000000,PTHash;dictionary-dictionary;1,8;0.98,3,1373432128,8.82384,5.13101,0.387606
m,m,20000000,PTHash;dictionary-dictionary;1,8;0.98,4,1373432000,8.813,5.11825,0.387588
m,m,20000000,DuckDB,,0,0,0,12.372,0
m,m,20000000,DuckDB,,1,0,0,12.2439,0
m,m,20000000,DuckDB,,2,0,0,12.3651,0
m,m,20000000,DuckDB,,3,0,0,12.3968,0
m,m,20000000,DuckDB,,4,0,0,12.3769,0
m,h,20000000,AceHash;1;1;1;0,2.5;1,0,229497208,2.77404,2.35664,0.222679
m,h,20000000,AceHash;1;1;1;0,2.5;1,1,229497208,2.76982,2.35647,0.222916
m,h,20000000,AceHash;1;1;1;0,2.5;1,2,229497208,2.76847,2.35439,0.222756
m,h,20000000,AceHash;1;1;1;0,2.5;1,3,229497208,2.76912,2.35787,0.222717
m,h,20000000,AceHash;1;1;1;0,2.5;1,4,229497208,2.76853,2.35438,0.222649
m,h,20000000,std::unordered_map,,0,0,2.64843,11.4658,0.976215
m,h,20000000,std::unordered_map,,1,0,2.51358,11.4453,0.977319
m,h,20000000,std::unordered_map,,2,0,2.51415,11.4592,0.977076
m,h,20000000,std::unordered_map,,3,0,2.51337,11.4602,0.977321
m,h,20000000,std::unordered_map,,4,0,2.51364,11.4637,0.977644
m,h,20000000,absl::flat_hash_map,,0,0,2.94339,4.76106,0.463656
m,h,20000000,absl::flat_hash_map,,1,0,2.93812,4.75536,0.463413
m,h,20000000,absl::flat_hash_map,,2,0,2.93621,4.75521,0.463359
m,h,20000000,absl::flat_hash_map,,3,0,2.93681,4.75396,0.463404
m,h,20000000,absl::flat_hash_map,,4,0,2.93681,4.75442,0.463421
m,h,20000000,BBHash;0,2.000000,0,234196480,4.21303,10.495,0.727924
m,h,20000000,BBHash;0,2.000000,1,234196480,4.1641,10.3514,0.727688
m,h,20000000,BBHash;0,2.000000,2,234196480,4.14184,10.3076,0.727563
m,h,20000000,BBHash;0,2.000000,3,234196480,4.1494,10.3237,0.72763
m,h,20000000,BBHash;0,2.000000,4,234196480,4.17121,10.3091,0.728051
m,h,20000000,PTHash;dictionary-dictionary;1,8;0.98,0,230574744,8.38463,4.7481,0.391545
m,h,20000000,PTHash;dictionary-dictionary;1,8;0.98,1,230574872,8.3965,4.74233,0.391514
m,h,20000000,PTHash;dictionary-dictionary;1,8;0.98,2,230574872,8.41893,4.74584,0.391182
m,h,20000000,PTHash;dictionary-dictionary;1,8;0.98,3,230574936,8.40783,4.74453,0.391625
m,h,20000000,PTHash;dictionary-dictionary;1,8;0.98,4,230574872,8.42275,4.7469,0.390994
m,h,20000000,DuckDB,,0,0,0,11.6437,0
m,h,20000000,DuckDB,,1,0,0,11.653,0
m,h,20000000,DuckDB,,2,0,0,11.6695,0
m,h,20000000,DuckDB,,3,0,0,11.6733,0
m,h,20000000,DuckDB,,4,0,0,11.6885,0
m,m,50000000,AceHash;1;1;1;0,2.5;1,0,3373708488,9.8931,3.37439,0.328405
m,m,50000000,AceHash;1;1;1;0,2.5;1,1,3373708488,9.88213,3.36953,0.328223
m,m,50000000,AceHash;1;1;1;0,2.5;1,2,3373708488,9.88648,3.3726,0.328452
m,m,50000000,AceHash;1;1;1;0,2.5;1,3,3373708488,9.8858,3.37073,0.327984
m,m,50000000,AceHash;1;1;1;0,2.5;1,4,3373708488,9.88992,3.37526,0.328185
m,m,50000000,std::unordered_map,,0,0,7.89455,10.8857,0.967269
m,m,50000000,std::unordered_map,,1,0,7.73721,10.8858,0.96503
m,m,50000000,std::unordered_map,,2,0,7.12871,10.8465,0.966301
m,m,50000000,std::unordered_map,,3,0,7.12931,10.834,0.966251
m,m,50000000,std::unordered_map,,4,0,7.13314,10.8007,0.964498
m,m,50000000,absl::flat_hash_map,,0,0,8.55128,4.67014,0.512923
m,m,50000000,absl::flat_hash_map,,1,0,8.54583,4.63995,0.513059
m,m,50000000,absl::flat_hash_map,,2,0,8.54914,4.65473,0.51329
m,m,50000000,absl::flat_hash_map,,3,0,8.56024,4.66839,0.513809
m,m,50000000,absl::flat_hash_map,,4,0,8.54717,4.64565,0.513007
m,m,50000000,BBHash;0,2.000000,0,3385484992,16.4486,16.6279,1.0928
m,m,50000000,BBHash;0,2.000000,1,3385484992,16.4836,16.6782,1.09274
m,m,50000000,BBHash;0,2.000000,2,3385484992,16.7652,16.6751,1.0931
m,m,50000000,BBHash;0,2.000000,3,3385484992,16.671,16.6702,1.09326
m,m,50000000,BBHash;0,2.000000,4,3385484992,16.7281,16.9906,1.09273
m,m,50000000,PTHash;dictionary-dictionary;1,8;0.98,0,3436239680,26.9237,6.73601,0.502149
m,m,50000000,PTHash;dictionary-dictionary;1,8;0.98,1,3436241216,26.9554,6.73691,0.502243
m,m,50000000,PTHash;dictionary-dictionary;1,8;0.98,2,3436240192,26.8677,6.75681,0.502561
m,m,50000000,PTHash;dictionary-dictionary;1,8;0.98,3,3436240000,26.7764,6.7311,0.501761
m,m,50000000,PTHash;dictionary-dictionary;1,8;0.98,4,3436239616,26.897,6.73605,0.503183
m,m,50000000,DuckDB,,0,0,0,19.1416,0
m,m,50000000,DuckDB,,1,0,0,18.7726,0
m,m,50000000,DuckDB,,2,0,0,18.6677,0
m,m,50000000,DuckDB,,3,0,0,18.6585,0
m,m,50000000,DuckDB,,4,0,0,18.8988,0
m,h,50000000,AceHash;1;1;1;0,2.5;1,0,573721376,9.10272,2.80274,0.278353
m,h,50000000,AceHash;1;1;1;0,2.5;1,1,573721376,9.10472,2.802,0.278112
m,h,50000000,AceHash;1;1;1;0,2.5;1,2,573721376,9.1141,2.80314,0.278129
m,h,50000000,AceHash;1;1;1;0,2.5;1,3,573721376,9.10382,2.8037,0.278175
m,h,50000000,AceHash;1;1;1;0,2.5;1,4,573721376,9.10057,2.80311,0.278251
m,h,50000000,std::unordered_map,,0,0,7.26974,11.6661,1.00505
m,h,50000000,std::unordered_map,,1,0,6.60687,11.6292,1.0041
m,h,50000000,std::unordered_map,,2,0,6.60783,11.6941,1.00379
m,h,50000000,std::unordered_map,,3,0,6.60579,11.6866,1.00405
m,h,50000000,std::unordered_map,,4,0,6.60812,11.676,1.0037
m,h,50000000,absl::flat_hash_map,,0,0,7.98127,5.04379,0.502737
m,h,50000000,absl::flat_hash_map,,1,0,7.97545,5.05259,0.50275
m,h,50000000,absl::flat_hash_map,,2,0,7.98344,5.04537,0.502582
m,h,50000000,absl::flat_hash_map,,3,0,7.98125,5.04711,0.502767
m,h,50000000,absl::flat_hash_map,,4,0,7.98081,5.0517,0.50272
m,h,50000000,BBHash;0,2.000000,0,585484992,16.1181,16.2474,1.06373
m,h,50000000,BBHash;0,2.000000,1,585484992,16.1261,16.4092,1.06404
m,h,50000000,BBHash;0,2.000000,2,585484992,16.4514,16.0521,1.04564
m,h,50000000,BBHash;0,2.000000,3,585484992,16.4102,16.3137,1.04679
m,h,50000000,BBHash;0,2.000000,4,585484992,16.4532,16.3066,1.0452
m,h,50000000,PTHash;dictionary-dictionary;1,8;0.98,0,579097216,26.4645,6.23363,0.487051
m,h,50000000,PTHash;dictionary-dictionary;1,8;0.98,1,579097216,26.4164,6.23097,0.487337
m,h,50000000,PTHash;dictionary-dictionary;1,8;0.98,2,579097344,26.3429,6.22823,0.487234
m,h,50000000,PTHash;dictionary-dictionary;1,8;0.98,3,579096896,26.3439,6.23593,0.487475
m,h,50000000,PTHash;dictionary-dictionary;1,8;0.98,4,579097216,26.3154,6.22701,0.487485
m,h,50000000,DuckDB,,0,0,0,18.5105,0
m,h,50000000,DuckDB,,1,0,0,18.088,0
m,h,50000000,DuckDB,,2,0,0,18.1405,0
m,h,50000000,DuckDB,,3,0,0,18.4033,0
m,h,50000000,DuckDB,,4,0,0,18.3396,0
m,m,100000000,AceHash;1;1;1;0,2.5;1,0,6747467392,24.5789,3.68343,0.370049
m,m,100000000,AceHash;1;1;1;0,2.5;1,1,6747467392,24.5693,3.68242,0.369979
m,m,100000000,AceHash;1;1;1;0,2.5;1,2,6747467392,24.57,3.68337,0.369934
m,m,100000000,AceHash;1;1;1;0,2.5;1,3,6747467392,24.5648,3.68294,0.369946
m,m,100000000,AceHash;1;1;1;0,2.5;1,4,6747467392,24.5694,3.68251,0.369832
m,m,100000000,std::unordered_map,,0,0,16.1493,11.9449,1.00045
m,m,100000000,std::unordered_map,,1,0,15.7744,11.9354,0.999372
m,m,100000000,std::unordered_map,,2,0,14.5482,11.9145,1.00118
m,m,100000000,std::unordered_map,,3,0,14.5469,11.9361,0.99984
m,m,100000000,std::unordered_map,,4,0,14.5473,11.9175,1.00021
m,m,100000000,absl::flat_hash_map,,0,0,17.2483,5.07294,0.538687
m,m,100000000,absl::flat_hash_map,,1,0,17.2509,5.07189,0.538748
m,m,100000000,absl::flat_hash_map,,2,0,17.2462,5.07251,0.538986
m,m,100000000,absl::flat_hash_map,,3,0,17.2462,5.07288,0.540336
m,m,100000000,absl::flat_hash_map,,4,0,17.2511,5.0729,0.538687
m,m,100000000,BBHash;0,2.000000,0,6770966080,41.8356,20.8058,1.34774
m,m,100000000,BBHash;0,2.000000,1,6770966080,41.433,20.2716,1.34727
m,m,100000000,BBHash;0,2.000000,2,6770966080,41.632,20.2736,1.34706
m,m,100000000,BBHash;0,2.000000,3,6770966080,41.8372,20.2749,1.34754
m,m,100000000,BBHash;0,2.000000,4,6770966080,41.7134,20.2799,1.34773
m,m,100000000,PTHash;dictionary-dictionary;1,8;0.98,0,6860223040,65.8135,7.65283,0.593456
m,m,100000000,PTHash;dictionary-dictionary;1,8;0.98,1,6860223360,65.2933,7.66,0.595831
m,m,100000000,PTHash;dictionary-dictionary;1,8;0.98,2,6860224448,65.3763,7.66819,0.595679
m,m,100000000,PTHash;dictionary-dictionary;1,8;0.98,3,6860223232,65.4321,7.65758,0.595184
m,m,100000000,PTHash;dictionary-dictionary;1,8;0.98,4,6860223296,65.6055,7.65654,0.594335
m,m,100000000,DuckDB,,0,0,0,30.8587,0
m,m,100000000,DuckDB,,1,0,0,30.4377,0
m,m,100000000,DuckDB,,2,0,0,30.442,0
m,m,100000000,DuckDB,,3,0,0,30.7829,0
m,m,100000000,DuckDB,,4,0,0,30.2925,0
m,h,100000000,AceHash;1;1;1;0,2.5;1,0,1147410080,21.1301,3.0431,0.311433
m,h,100000000,AceHash;1;1;1;0,2.5;1,1,1147410080,21.1334,3.0436,0.311455
m,h,100000000,AceHash;1;1;1;0,2.5;1,2,1147410080,21.1218,3.0432,0.311631
m,h,100000000,AceHash;1;1;1;0,2.5;1,3,1147410080,21.1304,3.0546,0.31168
m,h,100000000,AceHash;1;1;1;0,2.5;1,4,1147410080,21.1188,3.0434,0.312022
m,h,100000000,std::unordered_map,,0,0,14.0039,12.2354,1.04084
m,h,100000000,std::unordered_map,,1,0,13.1119,12.243,1.04132
m,h,100000000,std::unordered_map,,2,0,13.1104,12.2268,1.04186
m,h,100000000,std::unordered_map,,3,0,13.1135,12.2329,1.04153
m,h,100000000,std::unordered_map,,4,0,13.1106,12.2379,1.04239
m,h,100000000,absl::flat_hash_map,,0,0,16.9525,5.21361,0.528818
m,h,100000000,absl::flat_hash_map,,1,0,16.9522,5.21311,0.528666
m,h,100000000,absl::flat_hash_map,,2,0,16.9527,5.21068,0.528881
m,h,100000000,absl::flat_hash_map,,3,0,16.9508,5.2116,0.529046
m,h,100000000,absl::flat_hash_map,,4,0,16.9527,5.21203,0.528664
m,h,100000000,BBHash;0,2.000000,0,1170966080,40.8112,18.8034,1.25137
m,h,100000000,BBHash;0,2.000000,1,1170966080,40.7447,18.8631,1.25133
m,h,100000000,BBHash;0,2.000000,2,1170966080,40.8337,18.8756,1.25134
m,h,100000000,BBHash;0,2.000000,3,1170966080,41.0248,18.9212,1.25184
m,h,100000000,BBHash;0,2.000000,4,1170966080,41.3538,18.9861,1.23499
m,h,100000000,PTHash;dictionary-dictionary;1,8;0.98,0,1145937472,64.1894,7.23234,0.554403
m,h,100000000,PTHash;dictionary-dictionary;1,8;0.98,1,1145938816,64.4409,7.22779,0.553838
m,h,100000000,PTHash;dictionary-dictionary;1,8;0.98,2,1145937472,64.9237,7.2252,0.55355
m,h,100000000,PTHash;dictionary-dictionary;1,8;0.98,3,1145937600,64.4407,7.22309,0.553395
m,h,100000000,PTHash;dictionary-dictionary;1,8;0.98,4,1145937664,64.4472,7.2337,0.554087
m,h,100000000,DuckDB,,0,0,0,31.234,0
m,h,100000000,DuckDB,,1,0,0,30.3249,0
m,h,100000000,DuckDB,,2,0,0,30.2861,0
m,h,100000000,DuckDB,,3,0,0,30.7346,0
m,h,100000000,DuckDB,,4,0,0,30.3491,0
m,m,100000,folly::F14FastMap,,0,0,0.00423843,1.38864,0.136019
m,m,100000,folly::F14FastMap,,1,0,0.00417222,1.34709,0.129717
m,m,100000,folly::F14FastMap,,2,0,0.00203606,1.34593,0.129721
m,m,100000,folly::F14FastMap,,3,0,0.00208959,1.34017,0.129732
m,m,100000,folly::F14FastMap,,4,0,0.00206419,1.33966,0.129684
m,h,100000,folly::F14FastMap,,0,0,0.00346503,1.55209,0.151035
m,h,100000,folly::F14FastMap,,1,0,0.00204015,1.54042,0.151173
m,h,100000,folly::F14FastMap,,2,0,0.00200669,1.53873,0.151076
m,h,100000,folly::F14FastMap,,3,0,0.00204036,1.5444,0.151046
m,h,100000,folly::F14FastMap,,4,0,0.00203433,1.53793,0.151081
m,m,200000,folly::F14FastMap,,0,0,0.0095717,1.60691,0.150587
m,m,200000,folly::F14FastMap,,1,0,0.0101023,1.67799,0.160748
m,m,200000,folly::F14FastMap,,2,0,0.00513793,1.62443,0.161444
m,m,200000,folly::F14FastMap,,3,0,0.0051942,1.65129,0.160714
m,m,200000,folly::F14FastMap,,4,0,0.00516048,1.63786,0.160699
m,h,200000,folly::F14FastMap,,0,0,0.00756721,1.65173,0.167137
m,h,200000,folly::F14FastMap,,1,0,0.00505755,1.64317,0.16722
m,h,200000,folly::F14FastMap,,2,0,0.00514411,1.644,0.167172
m,h,200000,folly::F14FastMap,,3,0,0.00514566,1.64247,0.16713
m,h,200000,folly::F14FastMap,,4,0,0.00513923,1.64086,0.167163
m,m,500000,folly::F14FastMap,,0,0,0.0343313,2.67729,0.220993
m,m,500000,folly::F14FastMap,,1,0,0.0361913,2.81757,0.229302
m,m,500000,folly::F14FastMap,,2,0,0.0264147,2.79914,0.229405
m,m,500000,folly::F14FastMap,,3,0,0.026208,2.79344,0.229391
m,m,500000,folly::F14FastMap,,4,0,0.0263961,2.79937,0.229428
m,h,500000,folly::F14FastMap,,0,0,0.0286844,2.76192,0.231272
m,h,500000,folly::F14FastMap,,1,0,0.0257156,2.76454,0.231258
m,h,500000,folly::F14FastMap,,2,0,0.0256247,2.76331,0.23109
m,h,500000,folly::F14FastMap,,3,0,0.0256865,2.76574,0.231131
m,h,500000,folly::F14FastMap,,4,0,0.0256122,2.76146,0.230945
m,m,1000000,folly::F14FastMap,,0,0,0.109191,3.94238,0.339531
m,m,1000000,folly::F14FastMap,,1,0,0.108973,3.93561,0.339915
m,m,1000000,folly::F14FastMap,,2,0,0.108941,3.90256,0.339699
m,m,1000000,folly::F14FastMap,,3,0,0.108825,3.93401,0.339994
m,m,1000000,folly::F14FastMap,,4,0,0.108876,3.94572,0.339733
m,h,1000000,folly::F14FastMap,,0,0,0.108808,3.92452,0.340867
m,h,1000000,folly::F14FastMap,,1,0,0.109395,3.92383,0.340771
m,h,1000000,folly::F14FastMap,,2,0,0.1084,3.91617,0.341989
m,h,1000000,folly::F14FastMap,,3,0,0.108321,3.91645,0.340979
m,h,1000000,folly::F14FastMap,,4,0,0.108768,3.91828,0.340803
m,m,2000000,folly::F14FastMap,,0,0,0.2784,4.50888,0.420857
m,m,2000000,folly::F14FastMap,,1,0,0.277553,4.53145,0.420682
m,m,2000000,folly::F14FastMap,,2,0,0.277928,4.50121,0.420977
m,m,2000000,folly::F14FastMap,,3,0,0.277907,4.50828,0.421992
m,m,2000000,folly::F14FastMap,,4,0,0.278187,4.53884,0.420756
m,h,2000000,folly::F14FastMap,,0,0,0.279773,4.51441,0.421537
m,h,2000000,folly::F14FastMap,,1,0,0.278518,4.51524,0.421713
m,h,2000000,folly::F14FastMap,,2,0,0.279393,4.52041,0.421653
m,h,2000000,folly::F14FastMap,,3,0,0.279698,4.52033,0.423113
m,h,2000000,folly::F14FastMap,,4,0,0.278664,4.51971,0.421732
m,m,5000000,folly::F14FastMap,,0,0,0.706339,4.99069,0.492653
m,m,5000000,folly::F14FastMap,,1,0,0.704705,5.02902,0.492579
m,m,5000000,folly::F14FastMap,,2,0,0.704542,5.01919,0.492761
m,m,5000000,folly::F14FastMap,,3,0,0.704352,5.03311,0.492688
m,m,5000000,folly::F14FastMap,,4,0,0.703872,5.00335,0.492673
m,h,5000000,folly::F14FastMap,,0,0,0.768359,4.97198,0.480508
m,h,5000000,folly::F14FastMap,,1,0,0.769294,4.97242,0.48076
m,h,5000000,folly::F14FastMap,,2,0,0.772769,4.96251,0.48151
m,h,5000000,folly::F14FastMap,,3,0,0.768069,4.96971,0.480477
m,h,5000000,folly::F14FastMap,,4,0,0.769566,4.97637,0.480805
m,m,10000000,folly::F14FastMap,,0,0,1.52927,5.32605,0.528885
m,m,10000000,folly::F14FastMap,,1,0,1.52676,5.31542,0.528926
m,m,10000000,folly::F14FastMap,,2,0,1.5269,5.31098,0.528748
m,m,10000000,folly::F14FastMap,,3,0,1.52671,5.27555,0.528923
m,m,10000000,folly::F14FastMap,,4,0,1.52654,5.27604,0.528867
m,h,10000000,folly::F14FastMap,,0,0,1.52639,5.31448,0.520454
m,h,10000000,folly::F14FastMap,,1,0,1.52613,5.31193,0.52033
m,h,10000000,folly::F14FastMap,,2,0,1.52473,5.31154,0.520668
m,h,10000000,folly::F14FastMap,,3,0,1.52147,5.30762,0.520233
m,h,10000000,folly::F14FastMap,,4,0,1.52594,5.31276,0.52023
m,m,20000000,folly::F14FastMap,,0,0,3.21827,5.49463,0.550139
m,m,20000000,folly::F14FastMap,,1,0,3.21216,5.47166,0.550041
m,m,20000000,folly::F14FastMap,,2,0,3.21439,5.50093,0.550044
m,m,20000000,folly::F14FastMap,,3,0,3.21048,5.47938,0.550189
m,m,20000000,folly::F14FastMap,,4,0,3.2147,5.51168,0.550269
m,h,20000000,folly::F14FastMap,,0,0,3.28538,5.68052,0.555275
m,h,20000000,folly::F14FastMap,,1,0,3.28306,5.67155,0.555123
m,h,20000000,folly::F14FastMap,,2,0,3.28617,5.67074,0.554786
m,h,20000000,folly::F14FastMap,,3,0,3.28346,5.66925,0.55493
m,h,20000000,folly::F14FastMap,,4,0,3.28473,5.67224,0.554734
m,m,50000000,folly::F14FastMap,,0,0,9.25729,6.14846,0.587426
m,m,50000000,folly::F14FastMap,,1,0,9.24103,6.10775,0.58716
m,m,50000000,folly::F14FastMap,,2,0,9.24674,6.0861,0.5873
m,m,50000000,folly::F14FastMap,,3,0,9.2457,6.15476,0.58728
m,m,50000000,folly::F14FastMap,,4,0,9.23911,6.09997,0.587212
m,h,50000000,folly::F14FastMap,,0,0,9.16162,6.1697,0.593871
m,h,50000000,folly::F14FastMap,,1,0,9.16683,6.16381,0.593892
m,h,50000000,folly::F14FastMap,,2,0,9.167,6.169,0.593802
m,h,50000000,folly::F14FastMap,,3,0,9.1676,6.16813,0.593883
m,h,50000000,folly::F14FastMap,,4,0,9.15941,6.16769,0.593811
m,m,100000000,folly::F14FastMap,,0,0,18.9124,6.3031,0.597638
m,m,100000000,folly::F14FastMap,,1,0,18.9057,6.27857,0.59721
m,m,100000000,folly::F14FastMap,,2,0,18.8889,6.20147,0.597149
m,m,100000000,folly::F14FastMap,,3,0,18.9013,6.23911,0.597183
m,m,100000000,folly::F14FastMap,,4,0,18.9023,6.25098,0.59721
m,h,100000000,folly::F14FastMap,,0,0,18.8562,6.72818,0.645673
m,h,100000000,folly::F14FastMap,,1,0,18.8541,6.71717,0.645503
m,h,100000000,folly::F14FastMap,,2,0,18.8556,6.71223,0.645537
