Key type,Value type,Key cardinality,Algorithm,Parameters,Trial,Number of bits,Build time (s),Serial aggregate time (s)
m,m,10000000,PTHash;dictionary-dictionary;1,8;0.98,1,688097184,3.80435,4.74218
m,m,10000000,PTHash;dictionary-dictionary;1,8;0.98,2,688096672,3.82201,4.75203
m,m,10000000,PTHash;dictionary-dictionary;1,8;0.98,3,688097312,3.82201,4.74155
m,m,10000000,PTHash;dictionary-dictionary;1,8;0.98,4,688096608,3.82059,4.75775
m,m,10000000,DuckDB,,0,0,0,9.07992
m,m,10000000,DuckDB,,1,0,0,9.08591
m,m,10000000,DuckDB,,2,0,0,9.08033
m,m,10000000,DuckDB,,3,0,0,9.09311
m,m,10000000,DuckDB,,4,0,0,9.10606
m,h,10000000,AceHash;1;1;1;0,2.5;1,0,114748896,1.08791,1.98477
m,h,10000000,AceHash;1;1;1;0,2.5;1,1,114748896,1.08433,1.98115
m,h,10000000,AceHash;1;1;1;0,2.5;1,2,114748896,1.08181,1.98864
m,h,10000000,AceHash;1;1;1;0,2.5;1,3,114748896,1.07941,1.98961
m,h,10000000,AceHash;1;1;1;0,2.5;1,4,114748896,1.08117,1.98248
m,h,10000000,std::unordered_map,,0,0,1.27498,28.4361
m,h,10000000,std::unordered_map,,1,0,1.17136,28.4481
m,h,10000000,std::unordered_map,,2,0,1.17264,28.425
m,h,10000000,std::unordered_map,,3,0,1.17774,28.4161
m,h,10000000,std::unordered_map,,4,0,1.1723,28.4716
m,h,10000000,absl::flat_hash_map,,0,0,1.30617,19.0213
m,h,10000000,absl::flat_hash_map,,1,0,1.30074,19.0167
m,h,10000000,absl::flat_hash_map,,2,0,1.28553,18.9987
m,h,10000000,absl::flat_hash_map,,3,0,1.29656,18.9953
m,h,10000000,absl::flat_hash_map,,4,0,1.30317,19.0252
m,h,10000000,BBHash;0,2.000000,0,117100160,1.82572,10.5169
m,h,10000000,BBHash;0,2.000000,1,117100160,1.82862,10.4996
m,h,10000000,BBHash;0,2.000000,2,117100160,1.86679,10.5018
m,h,10000000,BBHash;0,2.000000,3,117100160,1.83475,10.4879
m,h,10000000,BBHash;0,2.000000,4,117100160,1.85338,10.483
m,h,10000000,PTHash;dictionary-dictionary;1,8;0.98,0,116668264,3.64348,4.20072
m,h,10000000,PTHash;dictionary-dictionary;1,8;0.98,1,116668200,3.62905,4.19667
m,h,10000000,PTHash;dictionary-dictionary;1,8;0.98,2,116668840,3.65882,4.21412
m,h,10000000,PTHash;dictionary-dictionary;1,8;0.98,3,116668776,3.64042,4.17225
m,h,10000000,PTHash;dictionary-dictionary;1,8;0.98,4,116668776,3.62767,4.19337
m,h,10000000,DuckDB,,0,0,0,8.81035
m,h,10000000,DuckDB,,1,0,0,8.85071
m,h,10000000,DuckDB,,2,0,0,8.84088
m,h,10000000,DuckDB,,3,0,0,8.85984
m,h,10000000,DuckDB,,4,0,0,8.82342
m,m,20000000,AceHash;1;1;1;0,2.5;1,0,1349475928,3.55216,3.23488
m,m,20000000,AceHash;1;1;1;0,2.5;1,1,1349475928,3.56018,3.23565
m,m,20000000,AceHash;1;1;1;0,2.5;1,2,1349475928,3.56075,3.24187
m,m,20000000,AceHash;1;1;1;0,2.5;1,3,1349475928,3.55905,3.23457
m,m,20000000,AceHash;1;1;1;0,2.5;1,4,1349475928,3.55084,3.23542
m,m,20000000,std::unordered_map,,0,0,2.75346,30.564
m,m,20000000,std::unordered_map,,1,0,2.52805,30.5766
m,m,20000000,std::unordered_map,,2,0,2.52447,30.5631
m,m,20000000,std::unordered_map,,3,0,2.51516,30.5793
m,m,20000000,std::unordered_map,,4,0,2.52083,30.5662
m,m,20000000,absl::flat_hash_map,,0,0,2.95456,22.7453
m,m,20000000,absl::flat_hash_map,,1,0,2.94619,22.7465
m,m,20000000,absl::flat_hash_map,,2,0,2.94195,22.7573
m,m,20000000,absl::flat_hash_map,,3,0,2.94537,22.7263
m,m,20000000,absl::flat_hash_map,,4,0,2.94526,22.7726
m,m,20000000,BBHash;0,2.000000,0,1354196480,4.30287,13.9226
m,m,20000000,BBHash;0,2.000000,1,1354196480,4.2999,13.8896
m,m,20000000,BBHash;0,2.000000,2,1354196480,4.33059,13.9012
m,m,20000000,BBHash;0,2.000000,3,1354196480,4.30906,13.9034
m,m,20000000,BBHash;0,2.000000,4,1354196480,4.37537,14.0076
m,m,20000000,PTHash;dictionary-dictionary;1,8;0.98,0,1373432192,8.7643,6.09419
m,m,20000000,PTHash;dictionary-dictionary;1,8;0.98,1,1373431872,8.72307,6.06454
m,m,20000000,PTHash;dictionary-dictionary;1,8;0.98,2,1373432000,8.74148,6.09512
m,m,20000000,PTHash;dictionary-dictionary;1,8;0.98,3,1373432128,8.81234,6.0812
m,m,20000000,PTHash;dictionary-dictionary;1,8;0.98,4,1373431744,8.79967,6.08653
m,m,20000000,DuckDB,,0,0,0,10.813
m,m,20000000,DuckDB,,1,0,0,10.8251
m,m,20000000,DuckDB,,2,0,0,10.7959
m,m,20000000,DuckDB,,3,0,0,10.8302
m,m,20000000,DuckDB,,4,0,0,10.8089
m,h,20000000,AceHash;1;1;1;0,2.5;1,0,229471824,2.71008,2.86324
m,h,20000000,AceHash;1;1;1;0,2.5;1,1,229471824,2.7148,2.86477
m,h,20000000,AceHash;1;1;1;0,2.5;1,2,229471824,2.7123,2.87101
m,h,20000000,AceHash;1;1;1;0,2.5;1,3,229471824,2.7125,2.87005
m,h,20000000,AceHash;1;1;1;0,2.5;1,4,229471824,2.71764,2.86633
m,h,20000000,std::unordered_map,,0,0,2.63116,30.4195
m,h,20000000,std::unordered_map,,1,0,2.4843,30.4339
m,h,20000000,std::unordered_map,,2,0,2.49609,30.431
m,h,20000000,std::unordered_map,,3,0,2.4856,30.4379
m,h,20000000,std::unordered_map,,4,0,2.48362,30.4466
m,h,20000000,absl::flat_hash_map,,0,0,2.94219,22.6235
m,h,20000000,absl::flat_hash_map,,1,0,2.93742,22.6374
m,h,20000000,absl::flat_hash_map,,2,0,2.95005,22.6454
m,h,20000000,absl::flat_hash_map,,3,0,2.96144,22.622
m,h,20000000,absl::flat_hash_map,,4,0,2.95502,22.6466
m,h,20000000,BBHash;0,2.000000,0,234196480,4.22186,13.5416
m,h,20000000,BBHash;0,2.000000,1,234196480,4.23404,13.5088
m,h,20000000,BBHash;0,2.000000,2,234196480,4.17716,13.5306
m,h,20000000,BBHash;0,2.000000,3,234196480,4.25246,13.516
m,h,20000000,BBHash;0,2.000000,4,234196480,4.22733,13.5038
m,h,20000000,PTHash;dictionary-dictionary;1,8;0.98,0,230574936,8.7152,5.95484
m,h,20000000,PTHash;dictionary-dictionary;1,8;0.98,1,230574744,8.72928,5.95435
m,h,20000000,PTHash;dictionary-dictionary;1,8;0.98,2,230575128,8.78437,5.95907
m,h,20000000,PTHash;dictionary-dictionary;1,8;0.98,3,230574744,8.72239,5.97091
m,h,20000000,PTHash;dictionary-dictionary;1,8;0.98,4,230574808,8.78416,5.95514
m,h,20000000,DuckDB,,0,0,0,10.4859
m,h,20000000,DuckDB,,1,0,0,10.5007
m,h,20000000,DuckDB,,2,0,0,10.4793
m,h,20000000,DuckDB,,3,0,0,10.4957
m,h,20000000,DuckDB,,4,0,0,10.4715
m,m,50000000,AceHash;1;1;1;0,2.5;1,0,3373716216,11.2064,4.85632
m,m,50000000,AceHash;1;1;1;0,2.5;1,1,3373716216,11.2231,4.85495
m,m,50000000,AceHash;1;1;1;0,2.5;1,2,3373716216,11.187,4.85892
m,m,50000000,AceHash;1;1;1;0,2.5;1,3,3373716216,11.2045,4.85233
m,m,50000000,AceHash;1;1;1;0,2.5;1,4,3373716216,11.2127,4.85412
m,m,50000000,std::unordered_map,,0,0,7.38653,33.6278
m,m,50000000,std::unordered_map,,1,0,7.2168,33.6341
m,m,50000000,std::unordered_map,,2,0,6.59197,33.6986
m,m,50000000,std::unordered_map,,3,0,6.60373,33.6826
m,m,50000000,std::unordered_map,,4,0,6.59059,33.7196
m,m,50000000,absl::flat_hash_map,,0,0,7.86512,26.1726
m,m,50000000,absl::flat_hash_map,,1,0,7.8622,26.1883
m,m,50000000,absl::flat_hash_map,,2,0,7.87815,26.1771
m,m,50000000,absl::flat_hash_map,,3,0,7.87239,26.2174
m,m,50000000,absl::flat_hash_map,,4,0,7.86558,26.1896
m,m,50000000,BBHash;0,2.000000,0,3385484992,16.4459,27.1105
m,m,50000000,BBHash;0,2.000000,1,3385484992,16.4188,27.0797
m,m,50000000,BBHash;0,2.000000,2,3385484992,16.4306,27.095
m,m,50000000,BBHash;0,2.000000,3,3385484992,16.3985,27.0915
m,m,50000000,BBHash;0,2.000000,4,3385484992,16.7309,26.6451
m,m,50000000,PTHash;dictionary-dictionary;1,8;0.98,0,3436239552,25.7862,9.92872
m,m,50000000,PTHash;dictionary-dictionary;1,8;0.98,1,3436240192,25.8902,9.91848
m,m,50000000,PTHash;dictionary-dictionary;1,8;0.98,2,3436239872,25.6681,9.93735
m,m,50000000,PTHash;dictionary-dictionary;1,8;0.98,3,3436240064,25.6283,9.90916
m,m,50000000,PTHash;dictionary-dictionary;1,8;0.98,4,3436240000,25.7196,9.91575
m,m,50000000,DuckDB,,0,0,0,14.3637
m,m,50000000,DuckDB,,1,0,0,14.414
m,m,50000000,DuckDB,,2,0,0,14.3513
m,m,50000000,DuckDB,,3,0,0,14.4072
m,m,50000000,DuckDB,,4,0,0,14.3542
m,h,50000000,AceHash;1;1;1;0,2.5;1,0,573711904,8.74605,4.21529
m,h,50000000,AceHash;1;1;1;0,2.5;1,1,573711904,8.73544,4.21775
m,h,50000000,AceHash;1;1;1;0,2.5;1,2,573711904,8.73921,4.22297
m,h,50000000,AceHash;1;1;1;0,2.5;1,3,573711904,8.73393,4.20266
m,h,50000000,AceHash;1;1;1;0,2.5;1,4,573711904,8.75006,4.19697
m,h,50000000,std::unordered_map,,0,0,7.0401,33.6168
m,h,50000000,std::unordered_map,,1,0,6.57178,33.6191
m,h,50000000,std::unordered_map,,2,0,6.57998,33.6535
m,h,50000000,std::unordered_map,,3,0,6.56925,33.6525
m,h,50000000,std::unordered_map,,4,0,6.58223,33.6512
m,h,50000000,absl::flat_hash_map,,0,0,7.88037,26.0736
m,h,50000000,absl::flat_hash_map,,1,0,7.89082,26.069
m,h,50000000,absl::flat_hash_map,,2,0,7.90018,26.0916
m,h,50000000,absl::flat_hash_map,,3,0,7.88975,26.1038
m,h,50000000,absl::flat_hash_map,,4,0,7.88714,26.0927
m,h,50000000,BBHash;0,2.000000,0,585484992,16.2527,26.037
m,h,50000000,BBHash;0,2.000000,1,585484992,16.5299,26.483
m,h,50000000,BBHash;0,2.000000,2,585484992,16.348,26.511
m,h,50000000,BBHash;0,2.000000,3,585484992,16.3668,26.5086
m,h,50000000,BBHash;0,2.000000,4,585484992,16.5184,25.9772
m,h,50000000,PTHash;dictionary-dictionary;1,8;0.98,0,579096832,27.231,9.35407
m,h,50000000,PTHash;dictionary-dictionary;1,8;0.98,1,579097088,27.1639,9.35172
m,h,50000000,PTHash;dictionary-dictionary;1,8;0.98,2,579096704,27.2923,9.3472
m,h,50000000,PTHash;dictionary-dictionary;1,8;0.98,3,579097152,27.3473,9.31851
m,h,50000000,PTHash;dictionary-dictionary;1,8;0.98,4,579097536,27.2047,9.30178
m,h,50000000,DuckDB,,0,0,0,13.8568
m,h,50000000,DuckDB,,1,0,0,13.903
m,h,50000000,DuckDB,,2,0,0,13.8598
m,h,50000000,DuckDB,,3,0,0,13.8989
m,h,50000000,DuckDB,,4,0,0,13.8449
m,m,100000000,AceHash;1;1;1;0,2.5;1,0,6747462856,26.1322,7.06964
m,m,100000000,AceHash;1;1;1;0,2.5;1,1,6747462856,26.1541,7.06757
m,m,100000000,AceHash;1;1;1;0,2.5;1,2,6747462856,26.1786,7.07964
m,m,100000000,AceHash;1;1;1;0,2.5;1,3,6747462856,26.1557,7.06588
m,m,100000000,AceHash;1;1;1;0,2.5;1,4,6747462856,26.1314,7.07336
m,m,100000000,std::unordered_map,,0,0,15.0726,39.5559
m,m,100000000,std::unordered_map,,1,0,14.714,39.6788
m,m,100000000,std::unordered_map,,2,0,13.4981,39.7515
m,m,100000000,std::unordered_map,,3,0,13.5032,39.7232
m,m,100000000,std::unordered_map,,4,0,13.4997,39.7153
m,m,100000000,absl::flat_hash_map,,0,0,17.2404,31.0365
m,m,100000000,absl::flat_hash_map,,1,0,17.2455,31.0066
m,m,100000000,absl::flat_hash_map,,2,0,17.2323,31.0239
m,m,100000000,absl::flat_hash_map,,3,0,17.2147,31.0245
m,m,100000000,absl::flat_hash_map,,4,0,17.2186,31.0229
m,m,100000000,BBHash;0,2.000000,0,6770966080,42.758,42.9565
m,m,100000000,BBHash;0,2.000000,1,6770966080,42.6772,42.9496
m,m,100000000,BBHash;0,2.000000,2,6770966080,42.6916,42.951
m,m,100000000,BBHash;0,2.000000,3,6770966080,42.6767,42.9793
m,m,100000000,BBHash;0,2.000000,4,6770966080,42.9454,43.2915
m,m,100000000,PTHash;dictionary-dictionary;1,8;0.98,0,6860222976,63.165,15.7314
m,m,100000000,PTHash;dictionary-dictionary;1,8;0.98,1,6860224256,62.6495,15.7256
m,m,100000000,PTHash;dictionary-dictionary;1,8;0.98,2,6860223232,62.0339,15.7403
m,m,100000000,PTHash;dictionary-dictionary;1,8;0.98,3,6860223040,61.9994,15.7433
m,m,100000000,PTHash;dictionary-dictionary;1,8;0.98,4,6860223104,61.1687,15.742
m,m,100000000,DuckDB,,0,0,0,19.1499
m,m,100000000,DuckDB,,1,0,0,19.2238
m,m,100000000,DuckDB,,2,0,0,19.1711
m,m,100000000,DuckDB,,3,0,0,19.2013
m,m,100000000,DuckDB,,4,0,0,19.1651
m,h,100000000,AceHash;1;1;1;0,2.5;1,0,1147430384,21.8995,6.2539
m,h,100000000,AceHash;1;1;1;0,2.5;1,1,1147430384,21.8945,6.25518
m,h,100000000,AceHash;1;1;1;0,2.5;1,2,1147430384,21.908,6.26055
m,h,100000000,AceHash;1;1;1;0,2.5;1,3,1147430384,21.8927,6.25829
m,h,100000000,AceHash;1;1;1;0,2.5;1,4,1147430384,21.9209,6.25406
m,h,100000000,std::unordered_map,,0,0,14.3404,39.6524
m,h,100000000,std::unordered_map,,1,0,13.427,39.6063
m,h,100000000,std::unordered_map,,2,0,13.4485,39.5458
m,h,100000000,std::unordered_map,,3,0,13.4361,39.5799
m,h,100000000,std::unordered_map,,4,0,13.4395,39.5643
m,h,100000000,absl::flat_hash_map,,0,0,17.3259,31.0202
m,h,100000000,absl::flat_hash_map,,1,0,17.3279,31.0306
m,h,100000000,absl::flat_hash_map,,2,0,17.3296,31.035
m,h,100000000,absl::flat_hash_map,,3,0,17.3262,31.0265
m,h,100000000,absl::flat_hash_map,,4,0,17.3277,31.0305
m,h,100000000,BBHash;0,2.000000,0,1170966080,41.0257,41.4123
m,h,100000000,BBHash;0,2.000000,1,1170966080,41.1184,41.4932
m,h,100000000,BBHash;0,2.000000,2,1170966080,40.9244,41.501
m,h,100000000,BBHash;0,2.000000,3,1170966080,40.8861,41.5015
m,h,100000000,BBHash;0,2.000000,4,1170966080,41.2081,41.4992
m,h,100000000,PTHash;dictionary-dictionary;1,8;0.98,0,1145937472,68.1245,14.5979
m,h,100000000,PTHash;dictionary-dictionary;1,8;0.98,1,1145938624,64.9942,14.5576
m,h,100000000,PTHash;dictionary-dictionary;1,8;0.98,2,1145937536,67.714,14.6063
m,h,100000000,PTHash;dictionary-dictionary;1,8;0.98,3,1145937280,67.9751,14.607
m,h,100000000,PTHash;dictionary-dictionary;1,8;0.98,4,1145937344,67.9818,14.6054
m,h,100000000,DuckDB,,0,0,0,18.2019
m,h,100000000,DuckDB,,1,0,0,18.2498
m,h,100000000,DuckDB,,2,0,0,18.201
m,h,100000000,DuckDB,,3,0,0,18.2513
m,h,100000000,DuckDB,,4,0,0,18.1857
